fileName,Longest Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
stacey_white_000_1_1.pst.254.xls,AlphaSort:F4400,1014,3,24,1,25
darron_c_giron_002_1_1_1.pst.177.xls,Darron:J4,323,2978,72,2978,80
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,1720,4385,201,4385,209
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,152,306,1,306,2
kevin_ruscitti_000_1_1.pst.156.xls,03-21-00AM:X531,201,1,1,1,1
daren_farmer_001_1_1.pst.895.xls,Mar 99:N16,71,131,1,131,1
mike_grigsby_000_1_1_1.pst.256.xls,Months:F4,139,306,1,306,1
robin_rodrigue_000_1_1.pst.11.xls,Detail:E3372,152,1,0,1,0
david_delainey_000_1_2.pst.137.xls,IDC:H11,129,23,0,3,0
dutch_quigley_000_1_1.pst.211.xls,Opt:B10,89,294,2,1,2
benjamin_rogers_000_1_1.pst.45.xls,PJM:N12,512,33,0,19,0
vkaminski_000_1_1_1.pst.229.xls,SHIPS:B26,116,613,4,2,4
phillip_allen_000_1_1.pst.212.xls,NYMEX:A13,960,1,0,1,0
vkaminski_000_1_1_1.pst.141.xls,053100:C51,316,3150,45,3150,50
don_baughman_000_1_1.pst.119.xls,Sheet1:C38,89,37,1,21,1
vkaminski_000_1_1_1.pst.172.xls,COPPER:B3505,388,7,0,5,0
gerald_nemec_000_1_1.pst.126.xls,Jul:A11,42,199,2,199,2
louise_kitchen_000_1_1_1_1.pst.258.xls,Cost Cancel Details:D92,223,461,5,461,6
benjamin_rogers_001_1_1.pst.136.xls,ENA Debt:B11,132,126,1,108,1
kevin_ruscitti_000_1_1.pst.125.xls,Phys Test:E15,227,6479,46,6478,56
jonathan_mckay_000_1_1.pst.23.xls,TETCO_TRANSCO:F38,228,729,5,729,6
don_baughman_000_1_1.pst.135.xls,Sheet1:C38,98,37,1,21,1
harry_arora_000_1_1.pst.123.xls,vol data:N470,84,46,1,46,1
benjamin_rogers_000_1_1.pst.173.xls,Peak Revenue:A10,184,239,1,1,2
benjamin_rogers_000_1_1.pst.37.xls,Daily Curve:S3,220,669,5,1,5
don_baughman_000_1_1.pst.167.xls,Sheet1:C38,97,37,0,21,0
don_baughman_000_1_1.pst.183.xls,Sheet1:C38,97,37,0,21,0
stacey_white_000_1_1.pst.269.xls,BRA Power:A6,1550,4385,70,4385,75
tracy_geaccone_000_1_1.pst.147.xls,Trackers:D344,139,236,2,236,2
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:X531,195,1,0,1,0
benjamin_rogers_001_1_1.pst.152.xls,Debt:B54,66,366,2,364,3
kevin_presto_000_1_1.pst.261.xls,Results:K40,90,3,0,1,0
kim_ward_000_1_2.pst.406.xls,July 17 Supply Price:A3,66,36,0,1,0
andy_zipper_000_1_1.pst.77.xls,DD-EGL:P29,64,3,0,3,0
jim_schwieger_000_1_1.pst.113.xls,Sheet1:DQ1659,372,749,6,165,7
darron_c_giron_002_1_1_1.pst.154.xls,Darron:E4,151,1999,14,1999,16
vkaminski_000_1_1_1.pst.276.xls,payout model:D74,62,310,2,310,3
don_baughman_000_1_1.pst.151.xls,Sheet1:C38,105,37,1,21,1
john_lavorato_000_1_1_1.pst.57.xls,POS Lambie:AX2,1509,1670,16,1670,18
john_griffith_000_1_1.pst.197.xls,Curves:G78,420,17,0,17,0
don_baughman_000_1_1.pst.143.xls,Sheet1:C38,97,37,1,21,1
stacey_white_000_1_1.pst.382.xls,NONCEC:B4,104,211,1,160,1
andy_zipper_000_1_1.pst.106.xls,DD-EGL:P29,822,3,0,3,0
joe_parks_000_1_1.pst.133.xls,Variable Rates - Sept:B5,809,158,1,9,1
mark_taylor_001_1_1.pst.58.xls,Sheet1:C369,238,8214,89,8214,100
andy_zipper_000_1_1.pst.70.xls,DD-EGL:P29,60,3,0,3,0
tracy_geaccone_000_1_1.pst.268.xls,Trackers:D184,160,248,2,248,3
jonathan_mckay_000_1_1.pst.15.xls,TETCO_TRANSCO:L31,232,223,2,222,2
don_baughman_000_1_1.pst.128.xls,Sheet1:C38,68,37,0,21,0
andy_zipper_000_1_1.pst.53.xls,DD-EPM:U324,59,4,0,2,0
andy_zipper_000_1_1.pst.68.xls,DD-EGL:P29,60,3,0,3,0
andy_zipper_000_1_1.pst.168.xls,Deal Detail:K23,62,3,0,1,0
don_baughman_000_1_1.pst.175.xls,Sheet1:C38,98,37,0,21,0
john_zufferli_000_1_1.pst.54.xls,DATA:F38,57,3,0,1,0
chris_germany_000_1_2.pst.164.xls,Special Pricing:A327,102,8,0,8,0
andy_zipper_000_1_1.pst.85.xls,DD-EGL:P29,745,3,0,3,0
kevin_hyatt_000_1_1.pst.120.xls,Duke 500621:H12,45,235,2,233,2
jim_schwieger_000_1_1.pst.105.xls,Sheet1:B94,80,73,1,55,1
vkaminski_002_1_1_1.pst.12.xls,5e. 7.8:D4,1685,14018,99,14017,115
darron_c_giron_000_1_1_1.pst.137.xls,PRD Location_Def:H3819,708,2,0,2,0
dutch_quigley_000_1_1.pst.212.xls,Opt:B10,87,294,1,1,1
kevin_ruscitti_000_1_1.pst.157.xls,03-22-00AM:X531,201,1,0,1,0
andy_zipper_000_1_1.pst.144.xls,DD-EGL:P29,855,3,0,3,0
robin_rodrigue_000_1_1.pst.12.xls,Detail:E3372,148,1,0,1,0
andy_zipper_000_1_1.pst.21.xls,DD-EGL:P29,771,3,0,3,0
lindy_donoho_000_1_1_1.pst.123.xls,IG-BL by Month:AG37,117,5,0,4,0
tracy_geaccone_000_1_1.pst.146.xls,Trackers:D184,195,248,2,248,2
don_baughman_000_1_1.pst.189.xls,Sheet1:C38,98,37,0,21,0
fletcher_sturm_000_1_1.pst.99.xls,Filter-new:B1,240,719,32,362,33
don_baughman_000_1_1.pst.200.xls,8-1:C38,193,37,1,21,1
juan_hernandez_000_1_1.pst.10.xls,Sheet1:C38,99,37,1,21,1
robin_rodrigue_000_1_1.pst.159.xls,Detail:E3372,138,1,0,1,0
vkaminski_002_1_1_1.pst.276.xls,Gas Curves:BV2,253,412,4,3,4
daren_farmer_000_1_1.pst.104.xls,Jan 01 trial:AB14,217,584,11,583,12
vkaminski_000_1_1_1.pst.310.xls,Sheet1:A64,368,10866,108,10866,119
dutch_quigley_000_1_1.pst.202.xls,A:DR249,291,496,4,495,4
vkaminski_000_1_1_1.pst.309.xls,Sheet1:A64,367,10866,107,10866,118
elizabeth_sager_000_1_1.pst.122.xls,Top Exposure (2):B651,595,5,0,3,0
juan_hernandez_000_1_1.pst.169.xls,Regional_Spreads:B306,476,18,0,18,0
don_baughman_000_1_1.pst.190.xls,Sheet1:C38,99,37,0,21,0
jonathan_mckay_000_1_1.pst.14.xls,TETCO_TRANSCO:L31,231,223,2,222,2
daren_farmer_000_1_1.pst.1499.xls,Jan 01 trial:AB14,155,584,12,583,12
stacey_white_000_1_1.pst.230.xls,OP.Power Desk Daily Price:B7,86,61,1,61,1
vkaminski_001_1_2_1.pst.125.xls,Metro:G2,90,716,12,716,12
lindy_donoho_000_1_1_1.pst.13.xls,WOT by Month thru 2010:DU7,137,9,0,9,0
michelle_lokay_000_1_2_1.pst.24.xls,Duke 500621:H12,73,235,1,233,1
tori_kuykendall_000_1_1_1.pst.48.xls,Price Sheet:B3,90,69,1,16,1
dutch_quigley_000_1_1.pst.51.xls,Sheet1:A1536,94,4808,1488,3231,1491
don_baughman_000_1_1.pst.152.xls,Sheet1:C38,98,37,1,21,1
mike_grigsby_000_1_1_1.pst.255.xls,Months:F4,139,306,1,306,2
benjamin_rogers_001_1_1.pst.153.xls,Curve Paste:BU217,804,84,1,1,1
andy_zipper_000_1_1.pst.92.xls,DD-EGL:P29,746,3,0,3,0
andy_zipper_000_1_1.pst.170.xls,Deal Detail:K727,77,3,0,1,0
jonathan_mckay_000_1_1.pst.24.xls,TETCO_TRANSCO:F38,231,729,4,729,5
louise_kitchen_000_1_1_1_1.pst.259.xls,Cost Cancel Details:D92,211,461,5,461,5
jonathan_mckay_000_1_1.pst.30.xls,TETCO_TRANSCO:F38,284,729,4,729,4
benjamin_rogers_001_1_1.pst.2.xls,Wilton:T114,85,35,0,35,0
vkaminski_000_1_1_1.pst.304.xls,Expiration Dates:D30,211,6,0,2,0
chris_germany_000_1_1_1.pst.125.xls,Total Reqs:J28,97,259,2,259,3
benjamin_rogers_000_1_1.pst.190.xls,CALC:FA17,548,7707,147,7707,152
tracy_geaccone_000_1_1.pst.308.xls,Annual Fuel Calc Alt:I30,352,69,0,69,0
benjamin_rogers_000_1_1.pst.142.xls,Debt:B54,69,366,2,364,3
don_baughman_000_1_1.pst.184.xls,Sheet1:C38,98,37,1,21,1
eric_saibi_000_1_1.pst.218.xls,Graph:D4,117,49,0,2,0
andy_zipper_000_1_1.pst.76.xls,DD-EGL:P29,64,3,0,3,0
phillip_m_love_000_1_1.pst.672.xls,m_chg:A7,397,32,0,1,0
louise_kitchen_000_1_1_1_1.pst.0.xls,Cost Cancel Details:D108,213,461,4,461,4
andy_zipper_000_1_1.pst.122.xls,DD-EGL:P29,872,3,0,3,0
don_baughman_000_1_1.pst.142.xls,Sheet1:C38,107,37,0,21,0
darrell_schoolcraft_000_1_1_1.pst.219.xls,Duke 500621:H12,67,235,2,233,2
jim_schwieger_000_1_1.pst.104.xls,Sheet1:AQ17,150,1432,19,1429,20
john_griffith_000_1_1.pst.546.xls,Power:V62,92,46,0,1,0
benjamin_rogers_000_1_1.pst.157.xls,Debt:B54,65,366,3,364,3
vkaminski_000_1_1_1.pst.286.xls,Expiration Dates:D30,210,6,0,2,0
robin_rodrigue_000_1_1.pst.137.xls,Sheet10:Q355,621,3,0,2,0
chris_germany_000_1_1_1.pst.109.xls,Total Reqs:J11,96,251,2,251,3
louise_kitchen_000_1_1_1_1.pst.249.xls,Cost Cancel Details:D108,211,461,4,461,4
matthew_lenhart_001_1_1.pst.154.xls,OP.Power Desk Daily Price:B7,81,61,1,61,1
scott_neal_000_1_1.pst.533.xls,Sheet1:I2376,76,4,0,4,0
stacey_white_000_1_1.pst.3.xls,BRA Power:A6,1533,4385,70,4385,72
kevin_ruscitti_000_1_1.pst.103.xls,03-27-00AM:CQ24,198,4,0,4,0
andy_zipper_000_1_1.pst.69.xls,DD-EGL:P29,73,3,0,3,0
joe_parks_000_1_1.pst.213.xls,Jan 01 trial:AB14,412,584,12,583,12
andy_zipper_000_1_1.pst.115.xls,DD-EGL:P29,784,3,0,3,0
don_baughman_000_1_1.pst.174.xls,Sheet4:H2,1149,20,1,1,1
lynn_blair_000_1_1.pst.12.xls,Duke 500621:H12,123,235,1,233,1
phillip_m_love_000_1_1.pst.476.xls,LongTerm73:AH22,1485,5943,64,5942,67
mike_grigsby_000_1_1_1.pst.106.xls,Curves:A1,1140,899,27,899,28
louise_kitchen_000_1_1_1_1.pst.244.xls,Cost Cancel Details:D140,332,461,8,461,8
don_baughman_000_1_1.pst.191.xls,Sheet1:C38,150,37,1,21,1
juan_hernandez_000_1_1.pst.164.xls,Sheet1:C38,149,37,1,21,1
richard_shapiro_001_1_2.pst.124.xls,SUMMARY:D3,66,3,0,3,0
andy_zipper_000_1_1.pst.169.xls,Deal Detail:K23,70,3,0,1,0
darrell_schoolcraft_000_1_1_1.pst.364.xls,MissAla :J36,117,43,0,41,0
eric_saibi_000_1_1.pst.464.xls,ERCOT MCP BY INTERVAL:K7,209,14,1,5,1
errol_mclaughlin_jr_000_1_1.pst.24.xls,MAY-2001:J3,120,372,2,371,2
andy_zipper_000_1_1.pst.71.xls,DD-EGL:P29,60,3,0,3,0
louise_kitchen_000_1_1_1_1.pst.212.xls,HR:H24,71,36,0,35,0
dan_hyvl_000_1_1.pst.112.xls,Purchasers:A119,78,59,0,59,0
andy_zipper_000_1_1.pst.54.xls,DD-EGL:P29,60,3,0,3,0
jonathan_mckay_000_1_1.pst.29.xls,TETCO_TRANSCO:F38,226,729,5,729,5
bill_williams_iii_000_1_1.pst.81.xls,BES Interval Data:F2288,119,1,0,1,0
daren_farmer_000_1_1.pst.1145.xls,Oct :Q16,97,127,1,127,1
benjamin_rogers_000_1_1.pst.12.xls,Peak:B57,228,2,0,1,0
matthew_lenhart_000_1_1.pst.23.xls,Curves:A1,1108,899,31,899,32
phillip_m_love_000_1_1.pst.677.xls,Curves:D15,100,139,1,139,1
vkaminski_000_1_1_1.pst.174.xls,ZINC:B3505,357,7,0,5,0
john_lavorato_001_1_1_1.pst.86.xls,Months:F4,136,306,1,306,2
