fileName,numFormulae,numVertices,numEdges,numCompVertices,numCompEdges,graphBuildTime,RR-Chain_Comp,RR-Chain_NoComp,RR_Comp,RR_NoComp,RF_Comp,RF_NoComp,FR_Comp,FR_NoComp,FF_Comp,FF_NoComp,RRGapOne_Comp,RRGapOne_NoComp,RRGapTwo_Comp,RRGapTwo_NoComp,RRGapThree_Comp,RRGapThree_NoComp,RRGapFour_Comp,RRGapFour_NoComp,RRGapFive_Comp,RRGapFive_NoComp,RRGapSix_Comp,RRGapSix_NoComp,RRGapSeven_Comp,RRGapSeven_NoComp,NoComp_Comp,NoComp_NoComp
chris_germany_000_1_2.pst.1111.xls,8270,27200,26350,11520,11160,1938,0,0,11160,26350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chris_germany_000_1_2.pst.1136.xls,1707,54464,52762,23055,22325,2307,0,0,22315,52752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
kevin_ruscitti_000_1_1.pst.100.xls,8268,27200,26350,11520,11160,1044,0,0,11160,26350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin_ruscitti_000_1_1.pst.101.xls,8268,27200,26350,11520,11160,1179,0,0,11160,26350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin_ruscitti_000_1_1.pst.152.xls,12398,27200,26350,11520,11160,1038,0,0,11160,26350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin_ruscitti_000_1_1.pst.155.xls,850,27200,26350,11520,11160,1018,0,0,11160,26350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin_ruscitti_000_1_1.pst.156.xls,8268,27200,26350,11520,11160,1122,0,0,11160,26350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin_ruscitti_000_1_1.pst.157.xls,8268,27200,26350,11520,11160,1036,0,0,11160,26350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phillip_allen_000_1_1.pst.212.xls,63932,159632,95772,7,4,986,0,0,4,95772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin_rodrigue_000_1_1.pst.11.xls,9070,27210,18140,6,4,161,0,0,4,18140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin_rodrigue_000_1_1.pst.12.xls,9070,27210,18140,6,4,151,0,0,4,18140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin_rodrigue_000_1_1.pst.13.xls,9070,27210,18140,6,4,214,0,0,4,18140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin_rodrigue_000_1_1.pst.15.xls,8992,26976,17984,6,4,149,0,0,4,17984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin_rodrigue_000_1_1.pst.157.xls,9024,27072,18048,6,4,182,0,0,4,18048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin_rodrigue_000_1_1.pst.159.xls,9024,27072,18048,6,4,148,0,0,4,18048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin_rodrigue_000_1_1.pst.166.xls,9094,27282,18188,6,4,151,0,0,4,18188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.137.xls,65944,127508,75058,19,11,802,0,0,11,75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.194.xls,65944,127508,75058,19,11,807,0,0,11,75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.276.xls,65944,127508,75058,19,11,1231,0,0,11,75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matthew_lenhart_000_1_1.pst.65.xls,31061,72469,41409,51,29,428,0,0,29,41409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vkaminski_000_1_1_1.pst.182.xls,10954,16633,11112,40,26,72,0,0,22,11108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
benjamin_rogers_000_1_1.pst.12.xls,27674,52480,27836,106,64,289,0,0,56,27828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
bill_williams_iii_000_1_1.pst.81.xls,8064,18816,16128,7,6,133,0,0,6,16128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cooper_richey_000_1_1.pst.29.xls,10887,21772,10888,9,5,76,0,0,2,10884,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
cooper_richey_000_1_1.pst.30.xls,7437,14893,7466,66,35,157,0,0,15,7444,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
craig_dean_000_1_1.pst.124.xls,28524,38032,28524,4,3,209,0,0,3,28524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer_000_1_1.pst.313.xls,11441,24414,12973,9970,4986,227,0,0,3887,11874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,1099
jeff_dasovich_000_1_1_1.pst.44.xls,10041,20082,10041,12,6,65,0,0,6,10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jim_schwieger_000_1_1.pst.112.xls,19036,35432,49318,11556,15337,2575,4,22,15333,49296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jim_schwieger_000_1_1.pst.113.xls,20430,36620,48896,9346,15343,2046,4,1200,15339,47696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joe_quenet_000_1_1.pst.17.xls,4567,9143,4586,51,27,34,0,0,10,4567,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
joe_quenet_000_1_1.pst.18.xls,10887,21772,10888,9,5,77,0,0,2,10884,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
joe_stepenovitch_000_1_1.pst.15.xls,4567,9143,4586,51,27,33,0,0,10,4567,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
joe_stepenovitch_000_1_1.pst.25.xls,10887,21772,10888,9,5,75,0,0,2,10884,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
