fileName,Longest Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
bill_williams_iii_000_1_1.pst.81.xls,BES Interval Data:F2288,117,1,0,1,0
daren_farmer_000_1_1.pst.1145.xls,Oct :Q16,306,11,0,11,0
benjamin_rogers_000_1_1.pst.12.xls,Peak:B57,272,2,0,1,0
matthew_lenhart_000_1_1.pst.23.xls,Curves:A1,2223,87,1,87,1
phillip_m_love_000_1_1.pst.677.xls,Curves:D15,1178,55,0,55,0
vkaminski_000_1_1_1.pst.174.xls,ZINC:B3505,366,7,0,5,0
john_lavorato_001_1_1_1.pst.86.xls,Months:F4,127,4,1,4,1
tracy_geaccone_000_1_1.pst.307.xls,Annual Fuel Calc Alt:I30,2907,64,0,64,0
jeff_dasovich_000_1_1_1.pst.91.xls,Template:N9,250,6,0,5,0
benjamin_rogers_001_1_1.pst.5.xls,Wilton:T114,546,35,1,35,1
gstorey_000_1_1.pst.116.xls,InputOutputSheet:S14,4889,2,0,2,0
scott_neal_000_1_1.pst.156.xls,Correlations:BC3,519,0,0,0,0
don_baughman_000_1_1.pst.137.xls,Sheet1:C38,524,37,0,21,0
stacey_white_000_1_1.pst.228.xls,ARG FIRM Port Calc Extract:M39,1008,7,0,7,0
tracy_geaccone_000_1_1.pst.269.xls,Trackers:D344,947,209,2,209,2
jane_tholt_000_1_1.pst.123.xls,Study 3:A9,422,15,0,9,0
jeffrey_a_shankman_000_1_2.pst.12.xls,APIS:C320,125,1,0,1,0
john_griffith_000_1_1.pst.196.xls,New Index Sale:N9,1381,16,0,16,0
daren_farmer_000_1_1.pst.1427.xls,Jan 01 trial:AB14,1152,0,0,0,0
louise_kitchen_000_1_1_1_1.pst.245.xls,Cost Cancel Details:D140,3621,460,4,460,5
barry_tycholiz_000_1_1.pst.77.xls,Sheet1:H19,849,19,0,16,0
paul_y'barbo_000_1_1.pst.61.xls,76%:D2,399,1789,11,1789,13
matthew_lenhart_001_1_1.pst.147.xls,OP.Power Desk Daily Price:B7,287,3,0,3,0
stacey_white_000_1_1.pst.51.xls,NG Summary by Day:E307,195,7,1,7,1
chris_germany_000_1_2.pst.1047.xls,Sheet2:K401,4764,63,1,32,1
errol_mclaughlin_jr_000_1_1.pst.134.xls,LVPP MTM:R18,257,5,0,5,0
benjamin_rogers_001_1_1.pst.246.xls,ENA Debt:B11,708,126,1,108,1
rick_buy_000_1_2_1.pst.28.xls,Replacement Costs:E66,190,4,1,4,1
vladi_pimenov_000_1_1.pst.2.xls,Raw Data:BL4,1199,9,0,4,0
lynn_blair_000_1_1.pst.181.xls,Aug 13:E2,474,18,0,15,0
david_delainey_000_1_2.pst.135.xls,commercial income:K12,469,20,0,20,0
andy_zipper_000_1_1.pst.20.xls,Deal Detail:K727,171,3,0,1,0
tracy_geaccone_000_1_1.pst.262.xls,Trackers:D184,903,221,2,221,2
stacey_white_000_1_1.pst.287.xls,BRA Power:A6,2337,28,1,27,1
andy_zipper_000_1_1.pst.63.xls,DD-EGL:P29,131,3,0,3,0
matthew_lenhart_001_1_1.pst.152.xls,OP.Power Desk Daily Price:B7,291,3,0,3,0
benjamin_rogers_000_1_1.pst.204.xls,Wilton:X135,387,34,0,34,0
kevin_presto_000_1_1.pst.473.xls,Raw Data:I6702,313,3,0,1,0
benjamin_rogers_000_1_1.pst.140.xls,Curve Paste:BU217,3311,0,0,0,0
stacey_white_000_1_1.pst.216.xls,BRA Power:A6,2412,28,1,27,1
andy_zipper_000_1_1.pst.166.xls,Deal Detail:K23,109,3,0,1,0
vkaminski_000_1_1_1.pst.216.xls,sp500:D8,200,51,0,43,0
chris_germany_000_1_2.pst.1075.xls,Sheet2:K99,5170,127,1,126,1
chris_germany_000_1_2.pst.1032.xls,11-99:AI11,160,6,0,6,0
vkaminski_000_1_1_1.pst.24.xls,Analysis:L8,499,5,0,4,0
daren_farmer_000_1_1.pst.313.xls,thursday:N13,409,3,0,3,0
lindy_donoho_000_1_1_1.pst.10.xls,WOT by Month thru 2010:DU7,344,2,0,2,0
craig_dean_000_1_1.pst.28.xls,May3:C49,134,13,1,3,1
larry_may_000_1_1.pst.309.xls,DATA:B3,189,1,0,1,0
andy_zipper_000_1_1.pst.27.xls,Deal Detail:K375,181,3,0,1,0
vkaminski_002_1_1_1.pst.10.xls,5a. 7.1:D4,1261,45,0,44,0
drew_fossum_000_1_1.pst.224.xls,Jul:A9,185,6,0,6,0
chris_germany_000_1_2.pst.162.xls,Special Pricing:A327,235,7,0,6,0
vkaminski_000_1_1_1.pst.171.xls,TIN:B3505,358,7,0,5,0
juan_hernandez_000_1_1.pst.165.xls,Sheet1:C38,440,37,0,21,0
andy_zipper_000_1_1.pst.138.xls,DD-EGL:P29,857,3,0,3,0
mike_grigsby_000_1_1_1.pst.250.xls,Months:F4,129,4,0,4,0
matthew_lenhart_000_1_1.pst.20.xls,Curves:A1,2192,87,1,87,1
errol_mclaughlin_jr_000_1_1.pst.23.xls,MAY-2001:J3,468,6,0,5,0
andy_zipper_000_1_1.pst.83.xls,DD-EGL:P29,689,3,0,3,0
tracy_geaccone_000_1_1.pst.428.xls,EREC-EREC4:E92,522,71,1,71,1
jay_reitmeyer_000_1_1.pst.197.xls,Sheet1:AJ62,244,1,0,1,0
benjamin_rogers_000_1_1.pst.104.xls,ZONE A OFFPEAK:C7,1336,9,0,9,0
andy_zipper_000_1_1.pst.79.xls,DD-EGL:P29,132,3,0,3,0
don_baughman_000_1_1.pst.192.xls,Sheet1:C38,443,37,1,21,1
phillip_allen_000_1_1.pst.302.xls,Sheet2:G3,936,1,0,1,0
jane_tholt_000_1_1.pst.186.xls,July 17 Supply Price:A3,133,1,0,1,0
don_baughman_000_1_1.pst.145.xls,Sheet1:C38,431,37,0,21,0
don_baughman_000_1_1.pst.102.xls,Sheet1:C38,444,37,0,21,0
richard_ring_000_1_1.pst.143.xls,Hourly EESI Price Calcs:G21,231,6,0,6,0
daren_farmer_000_1_1.pst.384.xls,Jan 01 trial:AB14,1832,0,0,0,0
don_baughman_000_1_1.pst.188.xls,Sheet1:C38,460,37,1,21,1
andrew_lewis_000_1_1.pst.12.xls,Swap:A7,130,16,0,16,0
paul_y'barbo_000_1_1.pst.26.xls,76%:D2,390,1812,12,1812,13
benjamin_rogers_000_1_1.pst.154.xls,Debt:B54,467,326,3,324,4
vkaminski_000_1_1_1.pst.289.xls,READDATA:AD6,130,0,0,0,0
keith_holst_000_1_1.pst.144.xls,FizIndexStart:C45,243,3,0,3,0
mary_fischer_000_1_1.pst.120.xls,SL1Trends:L32,257,17,0,17,0
louise_kitchen_001_1_1_1.pst.364.xls,Mkt Risk:J17,295,21,0,21,0
benjamin_rogers_001_1_1.pst.27.xls,Wilton:Y135,450,28,1,28,1
mark_haedicke_000_1_2.pst.31.xls,Off-Balance Sheet:S3,5455,1478,31,1476,32
john_griffith_000_1_1.pst.1000.xls,Spread Option:AO10,288,17,0,16,0
matthew_lenhart_000_1_1.pst.65.xls,DA-ties:J59,338,2,0,1,0
errol_mclaughlin_jr_000_1_1.pst.71.xls,CC 103816 - Detail Expenses:M48,461,7,0,7,0
kim_ward_000_1_2.pst.428.xls,July 17 Supply Price:A3,158,1,0,1,0
tracy_geaccone_000_1_1.pst.306.xls,Annual Fuel Calc Alt:L30,2200,62,0,62,0
john_hodge_000_1_1.pst.198.xls,load Info:L910,382,8,0,4,0
chris_germany_000_1_1_1.pst.99.xls,Total Reqs:J11,1035,251,3,251,3
vkaminski_001_1_2_1.pst.61.xls,3a. GBM :I7,1702,3,0,3,0
tracy_geaccone_000_1_1.pst.197.xls,EREC-EREC4:E70,540,70,1,70,1
joe_parks_000_1_1.pst.315.xls,Monthly Value:D14,2247,10,0,10,1
kevin_ruscitti_000_1_1.pst.155.xls,03_20_00AM:X531,5119,1,0,1,0
don_baughman_000_1_1.pst.138.xls,Sheet1:C38,541,37,0,21,0
errol_mclaughlin_jr_000_1_1.pst.133.xls,Surety Bond Annuity:B11,2049,73,1,72,1
vladi_pimenov_000_1_1.pst.73.xls,Price Sheet:B3,244,9,0,5,0
andy_zipper_000_1_1.pst.62.xls,DD-EGL:P29,180,3,0,3,0
andy_zipper_000_1_1.pst.146.xls,DD-EGL:P29,1017,3,0,3,0
benjamin_rogers_000_1_1.pst.169.xls,ENA_Debt:B54,3755,326,3,324,4
