fileName,Max Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
stacey_white_000_1_1.pst.254.xls,AlphaSort:F6836,1542,3,10,1,10
darron_c_giron_002_1_1_1.pst.177.xls,Darron:E5,667,205,8,205,9
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,3315,28,1,27,1
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,170,4,0,4,0
kevin_ruscitti_000_1_1.pst.156.xls,03-21-00AM:BT499,3505,0,0,0,0
daren_farmer_001_1_1.pst.895.xls,Apr 99:M16,255,19,1,19,1
mike_grigsby_000_1_1_1.pst.256.xls,Months:F4,147,4,0,4,0
robin_rodrigue_000_1_1.pst.11.xls,Detail:J4400,164,1,0,1,0
david_delainey_000_1_2.pst.137.xls,ENA:U13,705,66,1,66,1
dutch_quigley_000_1_1.pst.211.xls,Swap:D11,430,50,1,47,1
benjamin_rogers_000_1_1.pst.45.xls,NYISO G:Q9,3448,14,0,12,0
vkaminski_000_1_1_1.pst.229.xls,SHIPS:B26,329,3,0,2,0
phillip_allen_000_1_1.pst.212.xls,NYMEX:A13,910,1,0,1,0
vkaminski_000_1_1_1.pst.141.xls,053100:E10,1108,36,1,35,1
don_baughman_000_1_1.pst.119.xls,Sheet1:C20,408,37,1,21,1
vkaminski_000_1_1_1.pst.172.xls,COPPER:B3288,504,7,0,5,0
gerald_nemec_000_1_1.pst.126.xls,Jul:A11,140,6,0,6,0
louise_kitchen_000_1_1_1_1.pst.258.xls,Cost Cancel Details:C18,5282,565,11,565,12
benjamin_rogers_001_1_1.pst.136.xls,Stratus Report:A15,1108,129,2,129,2
kevin_ruscitti_000_1_1.pst.125.xls,Phys Test:D15,657,6479,64,6479,78
jonathan_mckay_000_1_1.pst.23.xls,TETCO_TRANSCO:F38,814,729,9,729,10
don_baughman_000_1_1.pst.135.xls,Sheet1:C20,494,37,1,21,1
harry_arora_000_1_1.pst.123.xls,vol data:N28,147,3,0,2,0
benjamin_rogers_000_1_1.pst.173.xls,BaseLoad:B1,1805,3,0,2,0
benjamin_rogers_000_1_1.pst.37.xls,Daily Curve:AH3,480,1,0,1,0
don_baughman_000_1_1.pst.167.xls,Sheet1:C20,466,37,1,21,1
don_baughman_000_1_1.pst.183.xls,Sheet1:C20,464,37,1,21,1
stacey_white_000_1_1.pst.269.xls,BRA Power:A6,3336,28,1,27,1
tracy_geaccone_000_1_1.pst.147.xls,Trackers:D45,1217,745,12,735,13
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:BT499,3133,0,0,0,0
benjamin_rogers_001_1_1.pst.152.xls,Depreciation:Z46,647,345,9,345,9
kevin_presto_000_1_1.pst.261.xls,Results:K5551,88,2,0,1,0
