fileName,Longest Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
stacey_white_000_1_1.pst.254.xls,AlphaSort:F4400,1760,3,9,1,9
darron_c_giron_002_1_1_1.pst.177.xls,Darron:J4,683,205,7,205,8
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,3074,28,1,27,1
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,213,4,0,4,0
kevin_ruscitti_000_1_1.pst.156.xls,03-21-00AM:X531,3078,1,0,1,0
daren_farmer_001_1_1.pst.895.xls,Mar 99:N16,241,15,0,15,0
mike_grigsby_000_1_1_1.pst.256.xls,Months:F4,132,4,1,4,1
robin_rodrigue_000_1_1.pst.11.xls,Detail:E3372,157,1,0,1,0
david_delainey_000_1_2.pst.137.xls,IDC:H11,712,5,0,3,0
dutch_quigley_000_1_1.pst.211.xls,Opt:B10,369,1,0,1,0
benjamin_rogers_000_1_1.pst.45.xls,PJM:N12,3288,15,0,13,0
vkaminski_000_1_1_1.pst.229.xls,SHIPS:B26,286,3,0,2,0
phillip_allen_000_1_1.pst.212.xls,NYMEX:A13,1106,1,1,1,1
vkaminski_000_1_1_1.pst.141.xls,053100:C51,1084,29,0,29,0
don_baughman_000_1_1.pst.119.xls,Sheet1:C38,355,37,0,21,0
vkaminski_000_1_1_1.pst.172.xls,COPPER:B3505,502,7,0,5,0
gerald_nemec_000_1_1.pst.126.xls,Jul:A11,129,6,0,6,0
louise_kitchen_000_1_1_1_1.pst.258.xls,Cost Cancel Details:D92,5132,460,9,460,10
benjamin_rogers_001_1_1.pst.136.xls,ENA Debt:B11,1028,126,2,108,2
kevin_ruscitti_000_1_1.pst.125.xls,Phys Test:E15,601,6479,69,6478,85
jonathan_mckay_000_1_1.pst.23.xls,TETCO_TRANSCO:F38,832,729,8,729,9
don_baughman_000_1_1.pst.135.xls,Sheet1:C38,492,37,0,21,0
harry_arora_000_1_1.pst.123.xls,vol data:N470,134,3,0,2,0
benjamin_rogers_000_1_1.pst.173.xls,Peak Revenue:A10,1642,1,0,1,0
benjamin_rogers_000_1_1.pst.37.xls,Daily Curve:S3,468,2,0,1,0
don_baughman_000_1_1.pst.167.xls,Sheet1:C38,430,37,1,21,1
don_baughman_000_1_1.pst.183.xls,Sheet1:C38,467,37,1,21,1
stacey_white_000_1_1.pst.269.xls,BRA Power:A6,3025,28,0,27,0
tracy_geaccone_000_1_1.pst.147.xls,Trackers:D344,1168,209,3,209,4
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:X531,2999,1,0,1,0
benjamin_rogers_001_1_1.pst.152.xls,Debt:B54,610,326,7,324,7
kevin_presto_000_1_1.pst.261.xls,Results:K40,131,2,1,1,1
kim_ward_000_1_2.pst.406.xls,July 17 Supply Price:A3,153,1,0,1,0
andy_zipper_000_1_1.pst.77.xls,DD-EGL:P29,138,3,0,3,0
jim_schwieger_000_1_1.pst.113.xls,Sheet1:DQ1659,7152,3,0,3,0
darron_c_giron_002_1_1_1.pst.154.xls,Darron:E4,337,11,0,11,0
vkaminski_000_1_1_1.pst.276.xls,payout model:D74,138,9,0,4,0
don_baughman_000_1_1.pst.151.xls,Sheet1:C38,430,37,1,21,1
john_lavorato_000_1_1_1.pst.57.xls,POS Lambie:AX2,5683,0,0,0,0
john_griffith_000_1_1.pst.197.xls,Curves:G78,1121,17,0,17,0
don_baughman_000_1_1.pst.143.xls,Sheet1:C38,427,37,0,21,0
stacey_white_000_1_1.pst.382.xls,NONCEC:B4,497,31,0,28,0
andy_zipper_000_1_1.pst.106.xls,DD-EGL:P29,1143,3,0,3,0
joe_parks_000_1_1.pst.133.xls,Variable Rates - Sept:B5,7322,19,0,9,1
mark_taylor_001_1_1.pst.58.xls,Sheet1:C369,567,25,1,25,1
andy_zipper_000_1_1.pst.70.xls,DD-EGL:P29,132,3,0,3,0
tracy_geaccone_000_1_1.pst.268.xls,Trackers:D184,1305,221,3,221,3
jonathan_mckay_000_1_1.pst.15.xls,TETCO_TRANSCO:L31,756,111,2,110,2
don_baughman_000_1_1.pst.128.xls,Sheet1:C38,296,37,0,21,1
andy_zipper_000_1_1.pst.53.xls,DD-EPM:U324,98,4,0,2,0
andy_zipper_000_1_1.pst.68.xls,DD-EGL:P29,132,3,0,3,0
andy_zipper_000_1_1.pst.168.xls,Deal Detail:K23,128,3,1,1,1
don_baughman_000_1_1.pst.175.xls,Sheet1:C38,431,37,0,21,0
john_zufferli_000_1_1.pst.54.xls,DATA:F38,103,2,0,1,0
chris_germany_000_1_2.pst.164.xls,Special Pricing:A327,303,7,0,6,0
andy_zipper_000_1_1.pst.85.xls,DD-EGL:P29,1158,3,0,3,0
kevin_hyatt_000_1_1.pst.120.xls,Duke 500621:H12,133,32,0,30,0
jim_schwieger_000_1_1.pst.105.xls,Sheet1:B94,836,71,1,55,1
vkaminski_002_1_1_1.pst.12.xls,5e. 7.8:D4,4637,45,1,44,1
darron_c_giron_000_1_1_1.pst.137.xls,PRD Location_Def:H3819,905,2,0,2,0
dutch_quigley_000_1_1.pst.212.xls,Opt:B10,588,1,0,1,0
kevin_ruscitti_000_1_1.pst.157.xls,03-22-00AM:X531,3123,1,0,1,0
andy_zipper_000_1_1.pst.144.xls,DD-EGL:P29,1140,3,0,3,0
robin_rodrigue_000_1_1.pst.12.xls,Detail:E3372,153,1,0,1,0
andy_zipper_000_1_1.pst.21.xls,DD-EGL:P29,1261,3,0,3,0
lindy_donoho_000_1_1_1.pst.123.xls,IG-BL by Month:AG37,415,0,0,0,0
tracy_geaccone_000_1_1.pst.146.xls,Trackers:D184,1642,221,3,221,3
don_baughman_000_1_1.pst.189.xls,Sheet1:C38,448,37,0,21,0
fletcher_sturm_000_1_1.pst.99.xls,Filter-new:B1,1265,16,0,10,0
don_baughman_000_1_1.pst.200.xls,8-1:C38,887,37,1,21,1
juan_hernandez_000_1_1.pst.10.xls,Sheet1:C38,454,37,0,21,0
robin_rodrigue_000_1_1.pst.159.xls,Detail:E3372,150,1,0,1,0
vkaminski_002_1_1_1.pst.276.xls,Gas Curves:BV2,674,0,0,0,0
daren_farmer_000_1_1.pst.104.xls,Jan 01 trial:AB14,1531,0,0,0,0
vkaminski_000_1_1_1.pst.310.xls,Sheet1:A64,1070,105,2,59,2
dutch_quigley_000_1_1.pst.202.xls,A:DR249,1049,33,0,32,0
vkaminski_000_1_1_1.pst.309.xls,Sheet1:A64,1136,105,2,59,2
elizabeth_sager_000_1_1.pst.122.xls,Top Exposure (2):B651,1245,5,0,3,0
juan_hernandez_000_1_1.pst.169.xls,Regional_Spreads:B306,1001,18,1,18,1
don_baughman_000_1_1.pst.190.xls,Sheet1:C38,427,37,1,21,1
jonathan_mckay_000_1_1.pst.14.xls,TETCO_TRANSCO:L31,828,111,2,110,2
daren_farmer_000_1_1.pst.1499.xls,Jan 01 trial:AB14,999,0,0,0,0
stacey_white_000_1_1.pst.230.xls,OP.Power Desk Daily Price:B7,378,3,0,3,0
vkaminski_001_1_2_1.pst.125.xls,Metro:G2,666,10,0,9,0
lindy_donoho_000_1_1_1.pst.13.xls,WOT by Month thru 2010:DU7,534,2,0,2,0
michelle_lokay_000_1_2_1.pst.24.xls,Duke 500621:H12,119,32,1,30,1
tori_kuykendall_000_1_1_1.pst.48.xls,Price Sheet:B3,163,9,0,5,0
dutch_quigley_000_1_1.pst.51.xls,Sheet1:A1536,100,5,0,5,0
don_baughman_000_1_1.pst.152.xls,Sheet1:C38,490,37,0,21,1
mike_grigsby_000_1_1_1.pst.255.xls,Months:F4,130,4,0,4,0
benjamin_rogers_001_1_1.pst.153.xls,Curve Paste:BU217,3531,0,0,0,0
andy_zipper_000_1_1.pst.92.xls,DD-EGL:P29,1142,3,0,3,0
andy_zipper_000_1_1.pst.170.xls,Deal Detail:K727,155,3,0,1,0
jonathan_mckay_000_1_1.pst.24.xls,TETCO_TRANSCO:F38,864,729,7,729,8
louise_kitchen_000_1_1_1_1.pst.259.xls,Cost Cancel Details:D92,4931,460,7,460,8
jonathan_mckay_000_1_1.pst.30.xls,TETCO_TRANSCO:F38,833,729,7,729,7
benjamin_rogers_001_1_1.pst.2.xls,Wilton:T114,488,35,1,35,1
vkaminski_000_1_1_1.pst.304.xls,Expiration Dates:D30,282,6,0,2,0
chris_germany_000_1_1_1.pst.125.xls,Total Reqs:J28,1372,259,4,259,4
benjamin_rogers_000_1_1.pst.190.xls,CALC:FA17,2995,0,0,0,0
tracy_geaccone_000_1_1.pst.308.xls,Annual Fuel Calc Alt:I30,3628,64,1,64,1
benjamin_rogers_000_1_1.pst.142.xls,Debt:B54,631,326,5,324,6
don_baughman_000_1_1.pst.184.xls,Sheet1:C38,425,37,0,21,0
eric_saibi_000_1_1.pst.218.xls,Graph:D4,292,3,0,2,0
andy_zipper_000_1_1.pst.76.xls,DD-EGL:P29,138,3,0,3,0
phillip_m_love_000_1_1.pst.672.xls,m_chg:A7,2234,6,1,1,1
louise_kitchen_000_1_1_1_1.pst.0.xls,Cost Cancel Details:D108,5168,460,8,460,8
andy_zipper_000_1_1.pst.122.xls,DD-EGL:P29,1139,3,0,3,0
don_baughman_000_1_1.pst.142.xls,Sheet1:C38,483,37,0,21,0
darrell_schoolcraft_000_1_1_1.pst.219.xls,Duke 500621:H12,197,32,1,30,1
jim_schwieger_000_1_1.pst.104.xls,Sheet1:AQ17,2012,0,0,0,0
john_griffith_000_1_1.pst.546.xls,Power:V62,256,1,0,1,0
benjamin_rogers_000_1_1.pst.157.xls,Debt:B54,675,326,5,324,5
vkaminski_000_1_1_1.pst.286.xls,Expiration Dates:D30,282,6,0,2,1
robin_rodrigue_000_1_1.pst.137.xls,Sheet10:Q355,997,3,0,2,0
chris_germany_000_1_1_1.pst.109.xls,Total Reqs:J11,1199,251,4,251,4
louise_kitchen_000_1_1_1_1.pst.249.xls,Cost Cancel Details:D108,5241,460,7,460,7
matthew_lenhart_001_1_1.pst.154.xls,OP.Power Desk Daily Price:B7,377,3,0,3,0
scott_neal_000_1_1.pst.533.xls,Sheet1:I2376,253,4,0,4,0
stacey_white_000_1_1.pst.3.xls,BRA Power:A6,3289,28,0,27,0
kevin_ruscitti_000_1_1.pst.103.xls,03-27-00AM:CQ24,3064,1,1,1,1
andy_zipper_000_1_1.pst.69.xls,DD-EGL:P29,163,3,0,3,0
joe_parks_000_1_1.pst.213.xls,Jan 01 trial:AB14,3075,0,0,0,0
andy_zipper_000_1_1.pst.115.xls,DD-EGL:P29,1142,3,0,3,0
don_baughman_000_1_1.pst.174.xls,Sheet4:H2,2907,1,0,1,0
lynn_blair_000_1_1.pst.12.xls,Duke 500621:H12,208,32,0,30,0
