fileName,Max Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
stacey_white_000_1_1.pst.254.xls,AlphaSort:F6836,1867,3,8,1,10
darron_c_giron_002_1_1_1.pst.177.xls,Darron:E5,770,205,8,205,8
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,2594,28,0,27,0
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,124,4,0,4,0
kevin_ruscitti_000_1_1.pst.156.xls,03-21-00AM:BT499,4282,0,0,0,0
daren_farmer_001_1_1.pst.895.xls,Apr 99:M16,182,19,0,19,0
mike_grigsby_000_1_1_1.pst.256.xls,Months:F4,191,4,0,4,0
robin_rodrigue_000_1_1.pst.11.xls,Detail:J4400,386,1,0,1,0
david_delainey_000_1_2.pst.137.xls,ENA:U13,660,66,1,66,1
dutch_quigley_000_1_1.pst.211.xls,Swap:D11,341,50,1,47,1
benjamin_rogers_000_1_1.pst.45.xls,NYISO G:Q9,6027,14,0,12,0
vkaminski_000_1_1_1.pst.229.xls,SHIPS:B26,227,3,0,2,0
phillip_allen_000_1_1.pst.212.xls,NYMEX:A13,2040,1,0,1,0
vkaminski_000_1_1_1.pst.141.xls,053100:E10,923,36,0,35,0
don_baughman_000_1_1.pst.119.xls,Sheet1:C20,356,37,0,21,0
vkaminski_000_1_1_1.pst.172.xls,COPPER:B3288,346,7,0,5,0
gerald_nemec_000_1_1.pst.126.xls,Jul:A11,182,6,0,6,0
louise_kitchen_000_1_1_1_1.pst.258.xls,Cost Cancel Details:C18,4455,565,9,565,10
benjamin_rogers_001_1_1.pst.136.xls,Stratus Report:A15,966,129,1,129,1
kevin_ruscitti_000_1_1.pst.125.xls,Phys Test:D15,538,6479,60,6479,76
jonathan_mckay_000_1_1.pst.23.xls,TETCO_TRANSCO:F38,1263,729,7,729,8
don_baughman_000_1_1.pst.135.xls,Sheet1:C20,459,37,0,21,0
harry_arora_000_1_1.pst.123.xls,vol data:N28,160,3,0,2,0
benjamin_rogers_000_1_1.pst.173.xls,BaseLoad:B1,1952,3,0,2,1
benjamin_rogers_000_1_1.pst.37.xls,Daily Curve:AH3,337,1,0,1,0
don_baughman_000_1_1.pst.167.xls,Sheet1:C20,429,37,0,21,0
don_baughman_000_1_1.pst.183.xls,Sheet1:C20,434,37,0,21,0
stacey_white_000_1_1.pst.269.xls,BRA Power:A6,2918,28,0,27,0
tracy_geaccone_000_1_1.pst.147.xls,Trackers:D45,860,745,9,735,10
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:BT499,3975,0,0,0,0
benjamin_rogers_001_1_1.pst.152.xls,Depreciation:Z46,453,345,7,345,7
kevin_presto_000_1_1.pst.261.xls,Results:K5551,150,2,0,1,0
kim_ward_000_1_2.pst.406.xls,Sales:C9,144,29,0,26,0
andy_zipper_000_1_1.pst.77.xls,DD-ENA:F500,163,4,0,4,0
jim_schwieger_000_1_1.pst.113.xls,Sheet1:BQ1974,6236,3,0,3,0
darron_c_giron_002_1_1_1.pst.154.xls,Darron:E4,284,11,0,11,0
vkaminski_000_1_1_1.pst.276.xls,payout model:AQ5,149,0,0,0,0
don_baughman_000_1_1.pst.151.xls,Sheet1:C20,454,37,0,21,0
john_lavorato_000_1_1_1.pst.57.xls,POS Lambie:BB2,4206,0,0,0,0
john_griffith_000_1_1.pst.197.xls,Pastoria:F3,877,45,0,44,0
don_baughman_000_1_1.pst.143.xls,Sheet1:C20,437,37,1,21,1
stacey_white_000_1_1.pst.382.xls,NP15:B4,416,58,1,54,1
andy_zipper_000_1_1.pst.106.xls,TRANSACTIONSUMMARYREPORT -1:N4780,966,4,0,4,0
joe_parks_000_1_1.pst.133.xls,Variable Rates - Sept:P5,7619,3535,99,3535,107
mark_taylor_001_1_1.pst.58.xls,Sheet1:M4,780,11,1,10,1
andy_zipper_000_1_1.pst.70.xls,DD-ENA:F500,126,4,0,4,0
tracy_geaccone_000_1_1.pst.268.xls,Trackers:D61,915,958,10,947,11
jonathan_mckay_000_1_1.pst.15.xls,TETCO_TRANSCO:Y86,976,270,2,270,2
don_baughman_000_1_1.pst.128.xls,Sheet1:C20,280,37,0,21,0
andy_zipper_000_1_1.pst.53.xls,DD-EPM:U429,102,4,0,2,0
andy_zipper_000_1_1.pst.68.xls,DD-ENA:F500,122,4,0,4,0
andy_zipper_000_1_1.pst.168.xls,Deal Detail:B9,120,1,0,1,0
don_baughman_000_1_1.pst.175.xls,Sheet1:C20,410,37,0,21,0
john_zufferli_000_1_1.pst.54.xls,DATA:F1556,113,2,0,1,0
chris_germany_000_1_2.pst.164.xls,gatherco:J3,223,104,0,104,1
