fileName,Longest Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
joe_stepenovitch_000_1_1.pst.15.xls,DATA:S537,36,2,0,2,0
john_griffith_000_1_1.pst.146.xls,FGT Z2 Supply:B10,1279,8313,172,8303,179
vkaminski_000_1_1_1.pst.173.xls,LEAD:B3505,348,7,0,5,0
daren_farmer_000_1_1.pst.1131.xls,Oct :Q16,102,127,2,127,2
vkaminski_001_1_2_1.pst.100.xls,Forward Curves:F98,116,36,0,36,0
fletcher_sturm_000_1_1.pst.44.xls,Mar01:E2,266,30,0,1,0
vkaminski_001_1_2_1.pst.98.xls,Expiration Dates:D30,233,6,0,2,0
andy_zipper_000_1_1.pst.28.xls,DD-EGL:P29,781,3,1,3,1
chris_germany_000_1_2.pst.1046.xls,Sheet2:K55,402,63,1,32,1
don_baughman_000_1_1.pst.193.xls,Sheet1:C38,135,37,1,21,1
chris_germany_000_1_2.pst.163.xls,Special Pricing:A327,113,8,1,8,1
john_griffith_000_1_1.pst.147.xls,FGT Z2 Supply:B10,1448,8313,183,8303,191
louise_kitchen_000_1_1_1_1.pst.247.xls,Cost Cancel Details:D108,230,461,7,461,7
craig_dean_000_1_1.pst.35.xls,2CSC3ZONES 01SUM1 BASE CASE:H4780,313,2,0,1,0
chris_germany_000_1_1_1.pst.84.xls,Total Reqs:J11,96,251,4,251,4
darron_c_giron_000_1_1_1.pst.194.xls,PRD Location_Def:H3819,788,2,0,2,0
harry_arora_000_1_1.pst.12.xls,Gas Curves:BV2,367,0,0,0,0
john_arnold_000_1_2.pst.326.xls,model1:P19,275,815,11,815,11
harry_arora_000_1_1.pst.130.xls,WorkingData:Q5,2446,4610,12138,4610,12141
don_baughman_000_1_1.pst.150.xls,Sheet1:C38,112,37,1,21,1
matthew_lenhart_000_1_1.pst.1.xls,Power Curve:A1,639,824,10,824,10
matthew_lenhart_001_1_1.pst.145.xls,OP.Power Desk Daily Price:B7,89,61,1,61,1
kim_ward_000_1_2.pst.383.xls,July 17 Supply Price:A3,73,36,0,1,0
benjamin_rogers_000_1_1.pst.105.xls,STRIPS:C1,1703,31,0,1,0
lindy_donoho_000_1_1_1.pst.11.xls,WOT by Month thru 2010:DU7,150,2,0,2,0
andy_zipper_000_1_1.pst.78.xls,DD-EGL:P29,61,3,0,3,0
andy_zipper_000_1_1.pst.167.xls,Deal Detail:K23,65,3,0,1,0
don_baughman_000_1_1.pst.144.xls,Sheet1:C38,111,37,0,21,0
don_baughman_000_1_1.pst.101.xls,Sheet1:C38,109,37,1,21,1
larry_campbell_000_1_1.pst.502.xls,Sheet1:C38,93,37,1,21,1
don_baughman_000_1_1.pst.187.xls,Sheet1:C38,124,37,1,21,1
vkaminski_001_1_2_1.pst.62.xls,5b. 7.3:D4,1529,29029,651,29029,674
andy_zipper_000_1_1.pst.84.xls,DD-EGL:P29,812,3,0,3,0
chris_germany_000_1_2.pst.208.xls,Jan 01 trial:AB14,487,0,0,0,0
paul_y'barbo_000_1_1.pst.127.xls,Duke 500621:H12,78,235,3,233,3
vkaminski_001_1_2_1.pst.159.xls,Escalation:L13,245,275,3,1,3
stacey_white_000_1_1.pst.279.xls,BRA Power:A6,1560,4385,384,4385,387
matthew_lenhart_001_1_1.pst.173.xls,OP.Power Desk Daily Price:B7,90,61,0,61,0
john_arnold_000_1_2.pst.354.xls,Position:M4,104,8,0,7,0
robin_rodrigue_000_1_1.pst.199.xls,Months:F4,145,124,1,124,1
vkaminski_000_1_1_1.pst.23.xls,Aux:H5,237,22,0,1,0
john_lavorato_001_1_1_1.pst.94.xls,CP Trade Data:F2,2686,20846,288,20844,306
darron_c_giron_002_1_1_1.pst.157.xls,30 Year:A4,76,1087,11,1085,12
thomas_martin_000_1_1_1.pst.194.xls,Physical Non EOL (2):B3,156,5,1,5,1
joe_parks_000_1_1.pst.296.xls,Data:J2,101,337,3,1,3
andy_zipper_000_1_1.pst.81.xls,DD-EGL:P29,54,3,0,3,0
tracy_geaccone_000_1_1.pst.198.xls,EREC-EREC4:E70,96,70,1,70,1
joe_parks_000_1_1.pst.121.xls,Permian Matrix:A113,174,178,2,45,2
john_griffith_000_1_1.pst.26.xls,Sheet1:E11,183,527,6,527,6
cooper_richey_000_1_1.pst.30.xls,DATA:F38,65,3,0,1,0
andy_zipper_000_1_1.pst.73.xls,DD-EGL:P29,69,3,0,3,0
jonathan_mckay_000_1_1.pst.113.xls,Normals:C3,364,201,2,1,2
mike_grigsby_000_1_1_1.pst.108.xls,Curves:A1,1276,899,315,899,316
benjamin_rogers_001_1_1.pst.34.xls,Wilton:Y135,93,28,1,28,1
larry_may_000_1_1.pst.311.xls,WEST GAMMA:B3,663,150,2,1,2
robin_rodrigue_000_1_1.pst.133.xls,Alberta Curve:D9,149,61,0,60,0
matthew_lenhart_001_1_1.pst.96.xls,OP.Power Desk Daily Price:B7,93,61,0,61,0
gerald_nemec_000_1_1.pst.11.xls,Cash Flows:B47,106,3561,55,3560,58
vkaminski_000_1_1_1.pst.281.xls,Expiration Dates:D30,214,6,0,2,0
vkaminski_000_1_1_1.pst.176.xls,ALUMINUM_S:B3505,351,7,0,5,0
jane_tholt_000_1_1.pst.18.xls,Assign To West Contracts:G47,70,116,2,111,2
don_baughman_000_1_1.pst.147.xls,Sheet1:C38,96,37,1,21,1
darron_c_giron_000_1_1_1.pst.165.xls,Run Query:D25,161,28,0,1,0
andy_zipper_000_1_1.pst.65.xls,DD-EGL:P10,67,4,0,4,0
benjamin_rogers_001_1_1.pst.50.xls,Debt:E160,100,1343,25,1322,26
stacey_white_000_1_1.pst.300.xls,BRA Power:A6,1604,4385,423,4385,427
lindy_donoho_000_1_1_1.pst.142.xls,WOT by Month thru 2010:DU7,150,2,0,2,0
darron_c_giron_002_1_1_1.pst.149.xls,Carley-Custodial:F6,204,870,15,869,16
benjamin_rogers_000_1_1.pst.57.xls,Gas Curves:BV2,470,0,0,0,0
