fileName,Longest Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
stacey_white_000_1_1.pst.254.xls,AlphaSort:F4400,1630,3,10,1,11
darron_c_giron_002_1_1_1.pst.177.xls,Darron:J4,594,205,8,205,9
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,3208,28,1,27,1
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,132,4,0,4,0
kevin_ruscitti_000_1_1.pst.156.xls,03-21-00AM:X531,2975,1,0,1,0
daren_farmer_001_1_1.pst.895.xls,Mar 99:N16,230,15,0,15,0
mike_grigsby_000_1_1_1.pst.256.xls,Months:F4,164,4,0,4,0
robin_rodrigue_000_1_1.pst.11.xls,Detail:E3372,156,1,0,1,0
david_delainey_000_1_2.pst.137.xls,IDC:H11,627,5,0,3,0
dutch_quigley_000_1_1.pst.211.xls,Opt:B10,430,1,1,1,1
benjamin_rogers_000_1_1.pst.45.xls,PJM:N12,3126,15,0,13,0
vkaminski_000_1_1_1.pst.229.xls,SHIPS:B26,295,3,1,2,1
phillip_allen_000_1_1.pst.212.xls,NYMEX:A13,889,1,0,1,0
vkaminski_000_1_1_1.pst.141.xls,053100:C51,1125,29,0,29,1
don_baughman_000_1_1.pst.119.xls,Sheet1:C38,354,37,1,21,1
vkaminski_000_1_1_1.pst.172.xls,COPPER:B3505,448,7,0,5,0
gerald_nemec_000_1_1.pst.126.xls,Jul:A11,121,6,1,6,1
louise_kitchen_000_1_1_1_1.pst.258.xls,Cost Cancel Details:D92,4444,460,8,460,9
benjamin_rogers_001_1_1.pst.136.xls,ENA Debt:B11,916,126,2,108,2
kevin_ruscitti_000_1_1.pst.125.xls,Phys Test:E15,607,6479,67,6478,82
jonathan_mckay_000_1_1.pst.23.xls,TETCO_TRANSCO:F38,754,729,7,729,8
don_baughman_000_1_1.pst.135.xls,Sheet1:C38,410,37,0,21,0
harry_arora_000_1_1.pst.123.xls,vol data:N470,131,3,0,2,0
benjamin_rogers_000_1_1.pst.173.xls,Peak Revenue:A10,1538,1,0,1,0
benjamin_rogers_000_1_1.pst.37.xls,Daily Curve:S3,409,2,0,1,0
don_baughman_000_1_1.pst.167.xls,Sheet1:C38,403,37,0,21,0
don_baughman_000_1_1.pst.183.xls,Sheet1:C38,411,37,1,21,1
stacey_white_000_1_1.pst.269.xls,BRA Power:A6,2929,28,0,27,0
tracy_geaccone_000_1_1.pst.147.xls,Trackers:D344,1055,209,3,209,4
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:X531,2759,1,0,1,0
benjamin_rogers_001_1_1.pst.152.xls,Debt:B54,553,326,7,324,7
kevin_presto_000_1_1.pst.261.xls,Results:K40,77,2,0,1,0
kim_ward_000_1_2.pst.406.xls,July 17 Supply Price:A3,154,1,0,1,0
andy_zipper_000_1_1.pst.77.xls,DD-EGL:P29,142,3,0,3,0
jim_schwieger_000_1_1.pst.113.xls,Sheet1:DQ1659,6283,3,0,3,0
darron_c_giron_002_1_1_1.pst.154.xls,Darron:E4,305,11,1,11,1
vkaminski_000_1_1_1.pst.276.xls,payout model:D74,137,9,0,4,0
don_baughman_000_1_1.pst.151.xls,Sheet1:C38,428,37,0,21,0
john_lavorato_000_1_1_1.pst.57.xls,POS Lambie:AX2,5227,0,0,0,0
john_griffith_000_1_1.pst.197.xls,Curves:G78,1050,17,0,17,0
don_baughman_000_1_1.pst.143.xls,Sheet1:C38,401,37,0,21,0
stacey_white_000_1_1.pst.382.xls,NONCEC:B4,474,31,0,28,1
andy_zipper_000_1_1.pst.106.xls,DD-EGL:P29,1115,3,0,3,0
joe_parks_000_1_1.pst.133.xls,Variable Rates - Sept:B5,6440,19,1,9,1
mark_taylor_001_1_1.pst.58.xls,Sheet1:C369,563,25,1,25,1
andy_zipper_000_1_1.pst.70.xls,DD-EGL:P29,131,3,1,3,1
tracy_geaccone_000_1_1.pst.268.xls,Trackers:D184,1182,221,3,221,3
jonathan_mckay_000_1_1.pst.15.xls,TETCO_TRANSCO:L31,773,111,1,110,1
don_baughman_000_1_1.pst.128.xls,Sheet1:C38,281,37,0,21,0
andy_zipper_000_1_1.pst.53.xls,DD-EPM:U324,117,4,0,2,0
andy_zipper_000_1_1.pst.68.xls,DD-EGL:P29,130,3,0,3,0
andy_zipper_000_1_1.pst.168.xls,Deal Detail:K23,126,3,0,1,0
don_baughman_000_1_1.pst.175.xls,Sheet1:C38,405,37,0,21,0
john_zufferli_000_1_1.pst.54.xls,DATA:F38,81,2,0,1,0
chris_germany_000_1_2.pst.164.xls,Special Pricing:A327,296,7,0,6,0
andy_zipper_000_1_1.pst.85.xls,DD-EGL:P29,1116,3,0,3,0
kevin_hyatt_000_1_1.pst.120.xls,Duke 500621:H12,127,32,0,30,1
jim_schwieger_000_1_1.pst.105.xls,Sheet1:B94,777,71,1,55,2
vkaminski_002_1_1_1.pst.12.xls,5e. 7.8:D4,4316,45,1,44,1
darron_c_giron_000_1_1_1.pst.137.xls,PRD Location_Def:H3819,873,2,0,2,0
dutch_quigley_000_1_1.pst.212.xls,Opt:B10,444,1,0,1,0
kevin_ruscitti_000_1_1.pst.157.xls,03-22-00AM:X531,2816,1,0,1,0
andy_zipper_000_1_1.pst.144.xls,DD-EGL:P29,1072,3,0,3,0
robin_rodrigue_000_1_1.pst.12.xls,Detail:E3372,154,1,0,1,0
andy_zipper_000_1_1.pst.21.xls,DD-EGL:P29,1090,3,0,3,0
lindy_donoho_000_1_1_1.pst.123.xls,IG-BL by Month:AG37,596,0,0,0,0
tracy_geaccone_000_1_1.pst.146.xls,Trackers:D184,1505,221,2,221,3
don_baughman_000_1_1.pst.189.xls,Sheet1:C38,410,37,0,21,0
fletcher_sturm_000_1_1.pst.99.xls,Filter-new:B1,1150,16,0,10,0
don_baughman_000_1_1.pst.200.xls,8-1:C38,810,37,1,21,1
