fileName,Longest Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
stacey_white_000_1_1.pst.254.xls,AlphaSort:F4400,1059,3,27,1,28
darron_c_giron_002_1_1_1.pst.177.xls,Darron:J4,233,2978,175,2978,184
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,1726,4385,474,4385,481
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,267,306,4,306,5
kevin_ruscitti_000_1_1.pst.156.xls,03-21-00AM:X531,353,1,0,1,0
daren_farmer_001_1_1.pst.895.xls,Mar 99:N16,109,131,2,131,2
mike_grigsby_000_1_1_1.pst.256.xls,Months:F4,220,306,3,306,3
robin_rodrigue_000_1_1.pst.11.xls,Detail:E3372,165,1,0,1,0
david_delainey_000_1_2.pst.137.xls,IDC:H11,101,23,0,3,0
dutch_quigley_000_1_1.pst.211.xls,Opt:B10,94,294,3,1,3
benjamin_rogers_000_1_1.pst.45.xls,PJM:N12,540,33,0,19,1
vkaminski_000_1_1_1.pst.229.xls,SHIPS:B26,128,613,6,2,6
phillip_allen_000_1_1.pst.212.xls,NYMEX:A13,1044,1,0,1,0
vkaminski_000_1_1_1.pst.141.xls,053100:C51,432,3150,76,3150,80
don_baughman_000_1_1.pst.119.xls,Sheet1:C38,99,37,1,21,1
vkaminski_000_1_1_1.pst.172.xls,COPPER:B3505,406,7,0,5,0
gerald_nemec_000_1_1.pst.126.xls,Jul:A11,50,199,2,199,2
louise_kitchen_000_1_1_1_1.pst.258.xls,Cost Cancel Details:D92,254,461,7,461,8
benjamin_rogers_001_1_1.pst.136.xls,ENA Debt:B11,146,126,1,108,2
kevin_ruscitti_000_1_1.pst.125.xls,Phys Test:E15,276,6479,87,6478,98
jonathan_mckay_000_1_1.pst.23.xls,TETCO_TRANSCO:F38,277,729,8,729,9
don_baughman_000_1_1.pst.135.xls,Sheet1:C38,114,37,0,21,1
harry_arora_000_1_1.pst.123.xls,vol data:N470,102,46,0,46,0
benjamin_rogers_000_1_1.pst.173.xls,Peak Revenue:A10,210,239,2,1,2
benjamin_rogers_000_1_1.pst.37.xls,Daily Curve:S3,231,669,7,1,7
don_baughman_000_1_1.pst.167.xls,Sheet1:C38,134,37,0,21,0
don_baughman_000_1_1.pst.183.xls,Sheet1:C38,105,37,1,21,1
stacey_white_000_1_1.pst.269.xls,BRA Power:A6,1610,4385,467,4385,471
tracy_geaccone_000_1_1.pst.147.xls,Trackers:D344,151,236,3,236,4
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:X531,234,1,0,1,0
benjamin_rogers_001_1_1.pst.152.xls,Debt:B54,74,366,7,364,7
kevin_presto_000_1_1.pst.261.xls,Results:K40,111,3,0,1,0
kim_ward_000_1_2.pst.406.xls,July 17 Supply Price:A3,79,36,0,1,0
andy_zipper_000_1_1.pst.77.xls,DD-EGL:P29,77,3,0,3,0
jim_schwieger_000_1_1.pst.113.xls,Sheet1:DQ1659,422,3,0,3,0
darron_c_giron_002_1_1_1.pst.154.xls,Darron:E4,163,1999,27,1999,28
vkaminski_000_1_1_1.pst.276.xls,payout model:D74,65,310,4,310,5
don_baughman_000_1_1.pst.151.xls,Sheet1:C38,116,37,1,21,1
john_lavorato_000_1_1_1.pst.57.xls,POS Lambie:AX2,1786,0,0,0,0
john_griffith_000_1_1.pst.197.xls,Curves:G78,522,17,1,17,1
don_baughman_000_1_1.pst.143.xls,Sheet1:C38,118,37,1,21,1
stacey_white_000_1_1.pst.382.xls,NONCEC:B4,81,211,6,160,6
andy_zipper_000_1_1.pst.106.xls,DD-EGL:P29,871,3,0,3,0
joe_parks_000_1_1.pst.133.xls,Variable Rates - Sept:B5,911,158,1,9,1
mark_taylor_001_1_1.pst.58.xls,Sheet1:C369,268,8214,211,8214,222
andy_zipper_000_1_1.pst.70.xls,DD-EGL:P29,67,3,0,3,0
tracy_geaccone_000_1_1.pst.268.xls,Trackers:D184,176,248,4,248,5
jonathan_mckay_000_1_1.pst.15.xls,TETCO_TRANSCO:L31,267,223,3,222,3
don_baughman_000_1_1.pst.128.xls,Sheet1:C38,80,37,1,21,1
andy_zipper_000_1_1.pst.53.xls,DD-EPM:U324,73,4,0,2,0
andy_zipper_000_1_1.pst.68.xls,DD-EGL:P29,67,3,0,3,0
andy_zipper_000_1_1.pst.168.xls,Deal Detail:K23,69,3,0,1,0
don_baughman_000_1_1.pst.175.xls,Sheet1:C38,109,37,0,21,0
john_zufferli_000_1_1.pst.54.xls,DATA:F38,63,3,0,1,0
chris_germany_000_1_2.pst.164.xls,Special Pricing:A327,122,8,1,8,1
andy_zipper_000_1_1.pst.85.xls,DD-EGL:P29,935,3,0,3,0
kevin_hyatt_000_1_1.pst.120.xls,Duke 500621:H12,54,235,3,233,3
jim_schwieger_000_1_1.pst.105.xls,Sheet1:B94,94,73,2,55,2
vkaminski_002_1_1_1.pst.12.xls,5e. 7.8:D4,2012,14018,298,14017,311
darron_c_giron_000_1_1_1.pst.137.xls,PRD Location_Def:H3819,1017,2,0,2,0
dutch_quigley_000_1_1.pst.212.xls,Opt:B10,178,294,2,1,2
kevin_ruscitti_000_1_1.pst.157.xls,03-22-00AM:X531,244,1,0,1,0
andy_zipper_000_1_1.pst.144.xls,DD-EGL:P29,842,3,0,3,1
robin_rodrigue_000_1_1.pst.12.xls,Detail:E3372,190,1,0,1,0
andy_zipper_000_1_1.pst.21.xls,DD-EGL:P29,912,3,0,3,0
lindy_donoho_000_1_1_1.pst.123.xls,IG-BL by Month:AG37,90,0,0,0,0
tracy_geaccone_000_1_1.pst.146.xls,Trackers:D184,291,248,4,248,4
don_baughman_000_1_1.pst.189.xls,Sheet1:C38,117,37,1,21,1
fletcher_sturm_000_1_1.pst.99.xls,Filter-new:B1,274,719,8,362,8
don_baughman_000_1_1.pst.200.xls,8-1:C38,227,37,1,21,1
juan_hernandez_000_1_1.pst.10.xls,Sheet1:C38,119,37,1,21,1
robin_rodrigue_000_1_1.pst.159.xls,Detail:E3372,167,1,0,1,0
vkaminski_002_1_1_1.pst.276.xls,Gas Curves:BV2,302,0,0,0,0
daren_farmer_000_1_1.pst.104.xls,Jan 01 trial:AB14,234,0,0,0,0
vkaminski_000_1_1_1.pst.310.xls,Sheet1:A64,398,10866,244,10866,257
dutch_quigley_000_1_1.pst.202.xls,A:DR249,340,493,6,492,6
vkaminski_000_1_1_1.pst.309.xls,Sheet1:A64,432,10866,251,10866,262
elizabeth_sager_000_1_1.pst.122.xls,Top Exposure (2):B651,610,5,0,3,0
juan_hernandez_000_1_1.pst.169.xls,Regional_Spreads:B306,501,18,1,18,1
don_baughman_000_1_1.pst.190.xls,Sheet1:C38,105,37,1,21,1
jonathan_mckay_000_1_1.pst.14.xls,TETCO_TRANSCO:L31,253,223,2,222,3
daren_farmer_000_1_1.pst.1499.xls,Jan 01 trial:AB14,173,0,0,0,0
stacey_white_000_1_1.pst.230.xls,OP.Power Desk Daily Price:B7,87,61,1,61,1
vkaminski_001_1_2_1.pst.125.xls,Metro:G2,96,716,78,716,79
lindy_donoho_000_1_1_1.pst.13.xls,WOT by Month thru 2010:DU7,158,2,0,2,0
michelle_lokay_000_1_2_1.pst.24.xls,Duke 500621:H12,47,235,3,233,3
tori_kuykendall_000_1_1_1.pst.48.xls,Price Sheet:B3,99,69,1,16,1
dutch_quigley_000_1_1.pst.51.xls,Sheet1:A1536,102,4808,11445,3231,11449
don_baughman_000_1_1.pst.152.xls,Sheet1:C38,107,37,0,21,0
mike_grigsby_000_1_1_1.pst.255.xls,Months:F4,166,306,2,306,2
benjamin_rogers_001_1_1.pst.153.xls,Curve Paste:BU217,883,0,0,0,0
andy_zipper_000_1_1.pst.92.xls,DD-EGL:P29,818,3,0,3,1
andy_zipper_000_1_1.pst.170.xls,Deal Detail:K727,86,3,0,1,0
jonathan_mckay_000_1_1.pst.24.xls,TETCO_TRANSCO:F38,307,729,8,729,8
louise_kitchen_000_1_1_1_1.pst.259.xls,Cost Cancel Details:D92,229,461,7,461,7
jonathan_mckay_000_1_1.pst.30.xls,TETCO_TRANSCO:F38,271,729,9,729,10
benjamin_rogers_001_1_1.pst.2.xls,Wilton:T114,98,35,1,35,1
vkaminski_000_1_1_1.pst.304.xls,Expiration Dates:D30,233,6,0,2,0
chris_germany_000_1_1_1.pst.125.xls,Total Reqs:J28,116,259,4,259,4
benjamin_rogers_000_1_1.pst.190.xls,CALC:FA17,681,0,0,0,0
tracy_geaccone_000_1_1.pst.308.xls,Annual Fuel Calc Alt:I30,415,69,1,69,1
benjamin_rogers_000_1_1.pst.142.xls,Debt:B54,80,366,7,364,7
don_baughman_000_1_1.pst.184.xls,Sheet1:C38,117,37,1,21,1
eric_saibi_000_1_1.pst.218.xls,Graph:D4,94,49,0,2,0
andy_zipper_000_1_1.pst.76.xls,DD-EGL:P29,71,3,0,3,0
phillip_m_love_000_1_1.pst.672.xls,m_chg:A7,479,32,1,1,1
louise_kitchen_000_1_1_1_1.pst.0.xls,Cost Cancel Details:D108,255,461,7,461,8
andy_zipper_000_1_1.pst.122.xls,DD-EGL:P29,927,3,0,3,0
don_baughman_000_1_1.pst.142.xls,Sheet1:C38,151,37,0,21,0
darrell_schoolcraft_000_1_1_1.pst.219.xls,Duke 500621:H12,80,235,3,233,3
jim_schwieger_000_1_1.pst.104.xls,Sheet1:AQ17,176,0,0,0,0
john_griffith_000_1_1.pst.546.xls,Power:V62,110,46,1,1,1
benjamin_rogers_000_1_1.pst.157.xls,Debt:B54,74,366,6,364,6
vkaminski_000_1_1_1.pst.286.xls,Expiration Dates:D30,256,6,0,2,0
robin_rodrigue_000_1_1.pst.137.xls,Sheet10:Q355,660,3,0,2,0
chris_germany_000_1_1_1.pst.109.xls,Total Reqs:J11,103,251,3,251,4
louise_kitchen_000_1_1_1_1.pst.249.xls,Cost Cancel Details:D108,232,461,6,461,6
matthew_lenhart_001_1_1.pst.154.xls,OP.Power Desk Daily Price:B7,95,61,1,61,1
scott_neal_000_1_1.pst.533.xls,Sheet1:I2376,89,4,0,4,0
stacey_white_000_1_1.pst.3.xls,BRA Power:A6,1707,4385,390,4385,393
kevin_ruscitti_000_1_1.pst.103.xls,03-27-00AM:CQ24,221,1,0,1,0
andy_zipper_000_1_1.pst.69.xls,DD-EGL:P29,68,3,0,3,0
joe_parks_000_1_1.pst.213.xls,Jan 01 trial:AB14,442,0,0,0,0
andy_zipper_000_1_1.pst.115.xls,DD-EGL:P29,843,3,0,3,0
don_baughman_000_1_1.pst.174.xls,Sheet4:H2,1394,20,0,1,0
lynn_blair_000_1_1.pst.12.xls,Duke 500621:H12,83,235,3,233,3
phillip_m_love_000_1_1.pst.476.xls,LongTerm73:AH22,1553,22,0,20,0
mike_grigsby_000_1_1_1.pst.106.xls,Curves:A1,1156,899,289,899,290
louise_kitchen_000_1_1_1_1.pst.244.xls,Cost Cancel Details:D140,240,461,7,461,7
don_baughman_000_1_1.pst.191.xls,Sheet1:C38,104,37,1,21,1
juan_hernandez_000_1_1.pst.164.xls,Sheet1:C38,110,37,1,21,1
richard_shapiro_001_1_2.pst.124.xls,SUMMARY:D3,80,3,0,3,0
andy_zipper_000_1_1.pst.169.xls,Deal Detail:K23,76,3,0,1,0
darrell_schoolcraft_000_1_1_1.pst.364.xls,MissAla :J36,137,43,1,41,1
eric_saibi_000_1_1.pst.464.xls,ERCOT MCP BY INTERVAL:K7,237,14,0,5,0
errol_mclaughlin_jr_000_1_1.pst.24.xls,MAY-2001:J3,141,372,4,371,4
andy_zipper_000_1_1.pst.71.xls,DD-EGL:P29,74,3,0,3,0
louise_kitchen_000_1_1_1_1.pst.212.xls,HR:H24,85,36,0,35,0
dan_hyvl_000_1_1.pst.112.xls,Purchasers:A119,93,59,1,59,1
andy_zipper_000_1_1.pst.54.xls,DD-EGL:P29,73,3,0,3,0
jonathan_mckay_000_1_1.pst.29.xls,TETCO_TRANSCO:F38,249,729,8,729,8
bill_williams_iii_000_1_1.pst.81.xls,BES Interval Data:F2288,132,1,0,1,0
daren_farmer_000_1_1.pst.1145.xls,Oct :Q16,111,127,2,127,2
benjamin_rogers_000_1_1.pst.12.xls,Peak:B57,261,2,0,1,0
matthew_lenhart_000_1_1.pst.23.xls,Curves:A1,1329,899,417,899,417
phillip_m_love_000_1_1.pst.677.xls,Curves:D15,123,139,2,139,2
vkaminski_000_1_1_1.pst.174.xls,ZINC:B3505,413,7,0,5,1
john_lavorato_001_1_1_1.pst.86.xls,Months:F4,169,306,2,306,2
tracy_geaccone_000_1_1.pst.307.xls,Annual Fuel Calc Alt:I30,405,69,1,69,1
jeff_dasovich_000_1_1_1.pst.91.xls,Template:N9,79,6,1,5,1
benjamin_rogers_001_1_1.pst.5.xls,Wilton:T114,91,35,0,35,0
gstorey_000_1_1.pst.116.xls,InputOutputSheet:S14,2425,360,4,2,4
scott_neal_000_1_1.pst.156.xls,Correlations:BC3,192,0,0,0,0
don_baughman_000_1_1.pst.137.xls,Sheet1:C38,104,37,1,21,1
