fileName,Max Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
1. Excel Homework.xlsx,Sheet1:E4030,1420,2,12,1,13
2019-05-23-0936_empty_racir.xlsx,Measurements:E13,1026,20,2,5,2
NIRISS_SIAF.xlsx,Calc:AE3,383,23,1,6,1
工作簿1-20181122170204822.xlsx,不良明细:CBJ5,264,1,1,1,1
W22704-181.xlsx,Sheet1:E2,812,4,0,4,0
tri-approx.xlsx,data:F4,2899,3,0,2,0
Kickstarter Campaigns.xlsx,Bonus 1:B3,341,4,0,1,0
VIL-2015-03.xlsx,MAR 5:Q10,211,9,0,9,0
model_OLD_13Feb.xlsx,Flows:E5,2363,77,4,50,4
OBC8_4_16.xlsx,Data:I1233,7690,5,0,5,0
Fact2Sheet_Corona_20200607.xlsx,LastWeek:AD158,908,134,7,85,7
CogsleyServices-SalesData-Start.xlsx,Sales:G3861,563,2,1,2,1
Homework 1 SFM.xlsx,Bonus:D5,220,4,0,1,0
MM1-0832H-6588.xlsx,P1dB Pt:S12,326,2,0,2,0
RFID项圈产品编号(2021.10.28).xlsx,2021.9:M9652,66,1,0,1,0
LB_transaction_level_compare_01012019_04052020.xlsx,cost amt EDL incr:C13,529,4,0,4,0
工作簿1-20181122112139234.xlsx,不良明细:CBJ5,257,1,0,1,0
工作簿1-20181122134456072.xlsx,不良明细:CBJ5,312,1,0,1,0
TBRPM_Assignment_Review.xlsx,Subarea_Links:G2,573,1,0,1,0
SAM-0.2 OR10x100-0.50_10 dataset analysis.xlsx,State026:B44,1136,6,1,1,1
Excel-Challenge Homework.xlsx,Sheet1:E539,224,2,0,1,0
kevin_ruscitti__20327__NGPL_StorageE_Test.xlsx,Phys Test:F15,537,6479,64,6478,78
FRPP_GLC_-_United_StatesSep292020.xlsx,GeoLocation_UnitedStates:D37421,1299,1,0,1,0
met25_dlaw_tflr_hires_run3.xlsx,cloudy con:H3959,72,1,0,1,0
creazione dati clips.xlsx,turismresort:C1,406,3,0,2,0
Kickstarter_Challenge_Final.xlsx,Outcomes Based on Goals:B3,172,4,0,1,0
