fileName,Longest Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
1. Excel Homework.xlsx,Sheet1:J3248,1433,1,8,1,9
2019-05-23-0936_empty_racir.xlsx,Measurements:C11,1151,17,2,6,2
NIRISS_SIAF.xlsx,DDC:C20,455,6,0,2,0
工作簿1-20181122170204822.xlsx,不良明细:CEA5,516,1,0,1,0
W22704-181.xlsx,Sheet1:D2,732,4,0,4,0
tri-approx.xlsx,data:F4,2954,3,1,2,1
Kickstarter Campaigns.xlsx,Bonus 1:D5,342,4,0,1,0
VIL-2015-03.xlsx,MAR 5:Q20,192,8,0,8,0
model_OLD_13Feb.xlsx,X.b:G59,5176,418,20,415,22
OBC8_4_16.xlsx,Data:J18035,7861,5,0,5,1
Fact2Sheet_Corona_20200607.xlsx,ComparisonInf:F2,1297,1,0,1,0
CogsleyServices-SalesData-Start.xlsx,Sales:G1492,500,2,0,2,0
Homework 1 SFM.xlsx,Bonus:D4,222,4,0,1,0
MM1-0832H-6588.xlsx,IP3:C150,300,3,0,3,0
RFID项圈产品编号(2021.10.28).xlsx,2021.9:M9747,70,1,0,1,0
LB_transaction_level_compare_01012019_04052020.xlsx,cost amt EDL incr:C40,470,4,0,4,0
工作簿1-20181122112139234.xlsx,不良明细:CEA5,413,1,0,1,0
工作簿1-20181122134456072.xlsx,不良明细:CEA5,404,1,0,1,0
TBRPM_Assignment_Review.xlsx,Subarea_Links:H5,500,1,0,1,0
SAM-0.2 OR10x100-0.50_10 dataset analysis.xlsx,State026:G38,902,6,0,1,0
Excel-Challenge Homework.xlsx,Sheet1:E81,230,2,0,1,0
kevin_ruscitti__20327__NGPL_StorageE_Test.xlsx,Phys Test:F15,581,6479,60,6478,72
FRPP_GLC_-_United_StatesSep292020.xlsx,GeoLocation_UnitedStates:D30694,1329,1,0,1,1
met25_dlaw_tflr_hires_run3.xlsx,cloudy con:H5149,72,1,0,1,0
creazione dati clips.xlsx,turismresort:M19,414,11,0,2,0
Kickstarter_Challenge_Final.xlsx,Outcomes Based on Goals:C2,179,4,0,1,0
test_hip_1_irreg-model_hip_1_irreg.xlsx,hip_1_irreg_debug:E42,306,2,0,2,0
2019-05-16-0822_pinus_cembra.xlsx,Measurements:C11,792,17,0,6,1
PragyaShakya_StarterBook.xlsx,Bonus(GoalOutcomes):D5,225,4,0,1,0
NGCC_CCS.xlsx,NGCC_with_price.csv:BQ366,17103,6,0,1,0
Du Lieu.xlsx,data_202007:G43868,1442,1,0,1,0
stitch.xlsx,YOGASMOGA - Product Sku Export :P21,3161,3,0,2,0
mapperComparisonData2.xlsx,Sheet5:AX38,1193,0,0,0,0
Starter_YK.xlsx,BONUS:D6,217,4,0,1,0
Sen_Election_Data_2014.xlsx,State:AJ40,2103,1,0,1,0
Homework - week 1.xlsx,Bonus:D4,223,4,0,1,0
Delay-CI-Rawdata.xlsx,Sheet1:B28,99,1,0,1,0
SAM-0.2 OR30x100-0.50_7 dataset analysis.xlsx,State026:L67,788,6,0,1,0
kc1prdb01.xlsx,DISK_SUMM:B44,632,1,0,1,0
hybrids_05.xlsx,vw:F30,1242,1,0,1,0
10214-0_57pcs.xlsx,Calcu:B3,265,41,0,37,0
clientOutput_001.xlsx,clientOutput:C1500,144,2,0,2,0
غمراسن.xlsx,المشاريع:A3,366,1,0,1,0
工作簿1-20181122164849850.xlsx,不良明细:CEA5,410,1,0,1,0
工作簿1 - 副本-20181123094654802.xlsx,不良明细:CEA5,403,1,0,1,0
SAM-0.2 OR10x100-0.25_10 dataset analysis.xlsx,State026:G38,1017,6,0,1,0
وذرف.xlsx,المشاريع:B3,1149,1,0,1,0
euler第686题.xlsx,Sheet1:D24,426,9,0,2,0
jane_tholt__13056__June 12 Without SOH Upgrade And No EOC Advantage.xlsx,Assign To West Contracts:C88,569,42,1,33,1
StatistiquesDescriptives-Exo_2_1.xlsx,Calculs:C10050,780,1,0,1,1
SAM-0.1 OR10x100-0.75_5 dataset analysis.xlsx,State026:G38,784,6,1,1,1
VIL-2018-03.xlsx,MAR 5:S14,156,8,0,8,0
Xing -5.25.xlsx,Sheet4:D24,137,7,0,7,0
aws-messages-uc-001.xlsx,aws-messages-uc-001:D12069,1881,3,0,2,0
Jail-Data-Spreadsheet-201905-May-2019.xlsx,Sheet1:K1379,144,1,0,1,0
homework 1 kickstarter chart.xlsx,data:D546,353,1,0,1,0
Zone Entries - Ottawa Senators 2013-2014.xlsx,Senators Team Stats:S92,238,1,0,1,0
nm_Francis vs harmonic.xlsx,McalisterIanelli:L114,508,1,0,1,0
Backup of ZSJ_pocet_obyv-number-code.xlsx,zsj:E20240,138,1,0,1,0
地方政府债券整理-hs.xlsx,Sheet2:A331,1124,1,0,1,0
completed Analysis.xlsx,Descriptive staistics:B6,130,1,0,1,0
2019-06-17-1007_empty_racir.xlsx,Measurements:C11,833,17,0,6,1
MISO_load_2009-2013_to_Luke.xlsx,2009-2013:A2665,2461,4,0,1,0
SchedulamaticAugA.xlsx,Classes:E88,88,9,0,4,0
MUS_CPM_results.xlsx,MUS_CPM_results:D6264,970,2,0,2,0
Kraken_BTCEUR_1h.xlsx,Sheet1:B2,415,3,0,2,0
Weather (10h training).xlsx,Weather2:D41,286,4,0,4,0
MAP-原物料資料庫.xlsx,繩線類:M7,260,3,0,3,0
excel-challenge.xlsx,Original:I3871,220,1,0,1,0
CONTRATACIONES_PUBLICADAS_POR_PROVEEDOR_2020_07_26.xlsx,Datos:H8357,3244,1,0,1,0
200729_EngineStudsTighteningTorqueR10.xlsx,Monocoque:AJ39,251,2,0,2,0
cw_updated_rgn_id.xlsx,cw_updated_rgn_id:C8634,778,3,0,1,0
Day2.xlsx,P1:C2,436,33,1,6,1
SAM-0.01 OR5x100-0.25_4 dataset analysis.xlsx,State026:B47,862,6,0,1,0
GSE142114_NGS_Hammerhead_Length_Filtered.xlsx,24-3 raw data:C2,1147,11,0,7,0
DB1.xlsx,Sheet3:D313,478,7,0,5,0
FlightData.xlsx,testflight1:E4145,251,2,0,1,0
UNIT1EXCEL_ELM.xlsx,Bonus Sheet:D5,225,3,0,2,0
steam_trend_data.xlsx,steam:S20551,1579,2,0,2,0
REMISIONES  CENTRAL   AÑO   2 0 1 4.xlsx,CLIENTES CENTRAL :AW1,962,0,0,0,0
Datos.xlsx,Movimientos:L449,126,1,0,1,0
