fileName,Max Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
benjamin_rogers_001_1_1.pst.5.xls,Wheatland:Z66,96,46,1,45,1
gstorey_000_1_1.pst.116.xls,Empress vs Chippewa:H3,2491,2639,71,2626,73
scott_neal_000_1_1.pst.156.xls,LongTerm1:D20,198,6526,141,6523,146
don_baughman_000_1_1.pst.137.xls,Sheet1:C20,109,37,1,21,1
stacey_white_000_1_1.pst.228.xls,ARG FIRM Port Calc Extract:N47,357,366,6,11,6
tracy_geaccone_000_1_1.pst.269.xls,Trackers:D45,158,875,16,865,17
jane_tholt_000_1_1.pst.123.xls,Summary:B185,91,2333,226,2333,228
jeffrey_a_shankman_000_1_2.pst.12.xls,APIS:C1263,91,52,0,1,0
john_griffith_000_1_1.pst.196.xls,NP1265.2:F3,709,8312,204,8302,212
daren_farmer_000_1_1.pst.1427.xls,Jan 01 trial:AW14,149,13,1,13,1
louise_kitchen_000_1_1_1_1.pst.245.xls,Cost Cancel Details:C58,240,667,12,667,13
barry_tycholiz_000_1_1.pst.77.xls,Sheet1:E5,562,162,2,162,2
paul_y'barbo_000_1_1.pst.61.xls,76%:D2,146,2017,24,2017,25
matthew_lenhart_001_1_1.pst.147.xls,OP.Power Desk Daily Price:B7,91,61,1,61,1
chris_germany_000_1_2.pst.1047.xls,Sheet2:K602,486,127,1,126,1
errol_mclaughlin_jr_000_1_1.pst.134.xls,LVPP MTM:B9,77,60,1,60,1
benjamin_rogers_001_1_1.pst.246.xls,Stratus Report:A15,138,1113,18,1113,19
rick_buy_000_1_2_1.pst.28.xls,Replacement Costs:D58,135,292,8,292,8
vladi_pimenov_000_1_1.pst.2.xls,Raw Data:CU4,716,17832,383,17831,399
lynn_blair_000_1_1.pst.181.xls,Aug 13:E2,90,37,0,15,1
david_delainey_000_1_2.pst.135.xls,balance sheet:I4,122,225,3,225,3
andy_zipper_000_1_1.pst.20.xls,Deal Detail:A9,79,772,10,1,10
tracy_geaccone_000_1_1.pst.262.xls,Trackers:D61,178,1098,22,1087,23
stacey_white_000_1_1.pst.287.xls,BRA Power:A6,1748,4385,413,4385,417
andy_zipper_000_1_1.pst.63.xls,DD-ENA:F500,68,8,0,8,0
matthew_lenhart_001_1_1.pst.152.xls,OP.Power Desk Daily Price:B7,91,61,1,61,1
benjamin_rogers_000_1_1.pst.204.xls,Wheatland:Z66,93,46,1,45,1
kevin_presto_000_1_1.pst.473.xls,Q3 2001:C250,327,245,2,1,2
benjamin_rogers_000_1_1.pst.140.xls,Template:E445,889,4545,96,4541,99
stacey_white_000_1_1.pst.216.xls,BRA Power:A6,2887,4385,706,4385,709
andy_zipper_000_1_1.pst.166.xls,Deal Detail:B9,68,597,6,1,7
vkaminski_000_1_1_1.pst.216.xls,w5000:B361,150,895,28,895,28
chris_germany_000_1_2.pst.1075.xls,Sheet2:K231,723,127,2,126,2
chris_germany_000_1_2.pst.1032.xls,11-99:U11,94,31,0,2,0
vkaminski_000_1_1_1.pst.24.xls,Analysis:T5,135,249,3,9,3
daren_farmer_000_1_1.pst.313.xls,thursday:N556,100,3,0,3,0
lindy_donoho_000_1_1_1.pst.10.xls,WOT by Month thru 2010:H32,444,225,4,216,4
craig_dean_000_1_1.pst.28.xls,May3:C2,71,48,0,2,0
larry_may_000_1_1.pst.309.xls,DATA:B3,394,60,0,1,0
andy_zipper_000_1_1.pst.27.xls,Deal Detail:A9,107,952,20,1,20
vkaminski_002_1_1_1.pst.10.xls,5a. 7.1:D4,713,14018,406,14017,426
drew_fossum_000_1_1.pst.224.xls,Jul:A9,52,199,10,199,10
chris_germany_000_1_2.pst.162.xls,gatherco:J3,297,1132,14,1132,14
vkaminski_000_1_1_1.pst.171.xls,TIN:B3288,576,7,0,5,0
juan_hernandez_000_1_1.pst.165.xls,Sheet1:C20,126,37,0,21,0
andy_zipper_000_1_1.pst.138.xls,TRANSACTIONSUMMARYREPORT -1:N4780,1136,9,0,4,0
mike_grigsby_000_1_1_1.pst.250.xls,Months:F4,351,306,3,306,3
matthew_lenhart_000_1_1.pst.20.xls,Power Curve:J5,1599,31846,1809,31846,1837
errol_mclaughlin_jr_000_1_1.pst.23.xls,MAY-2001:J3,340,372,3,371,4
andy_zipper_000_1_1.pst.83.xls,TRANSACTIONSUMMARYREPORT -1:Q4713,741,9,0,4,0
tracy_geaccone_000_1_1.pst.428.xls,Americas-ESGVC4:E84,103,108,3,108,3
jay_reitmeyer_000_1_1.pst.197.xls,Sheet1:A25,137,88,1,1,2
benjamin_rogers_000_1_1.pst.104.xls,ZONE G OFFPEAK:C7,133,96,1,96,1
andy_zipper_000_1_1.pst.79.xls,DD-ENA:F500,69,8,0,8,0
don_baughman_000_1_1.pst.192.xls,Sheet1:C20,118,37,0,21,0
phillip_allen_000_1_1.pst.302.xls,Raw Data:CB5,381,0,0,0,0
jane_tholt_000_1_1.pst.186.xls,Sales:C9,80,1986,128,508,129
don_baughman_000_1_1.pst.145.xls,Sheet1:C20,126,37,0,21,0
don_baughman_000_1_1.pst.102.xls,Sheet1:C20,122,37,1,21,1
richard_ring_000_1_1.pst.143.xls,Hourly EESI Price Calcs:G21,300,2232,30,2232,31
daren_farmer_000_1_1.pst.384.xls,Jan 01 trial:AW14,282,13,0,13,0
don_baughman_000_1_1.pst.188.xls,Sheet1:C20,188,37,1,21,1
andrew_lewis_000_1_1.pst.12.xls,Swap:Z3,68,909,13,909,14
paul_y'barbo_000_1_1.pst.26.xls,76%:D2,161,2016,22,2016,23
benjamin_rogers_000_1_1.pst.154.xls,Depreciation:Z46,82,543,9,543,9
vkaminski_000_1_1_1.pst.289.xls,READDATA:AD6,115,0,0,0,0
keith_holst_000_1_1.pst.144.xls,FizIndexStart:S63,285,3,0,3,0
mary_fischer_000_1_1.pst.120.xls,SL1Trends:L32,361,20,0,20,0
