fileName,Max Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
stacey_white_000_1_1.pst.254.xls,AlphaSort:F6836,1853,3,9,1,9
darron_c_giron_002_1_1_1.pst.177.xls,Darron:E5,655,205,8,205,9
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,3239,28,1,27,1
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,134,4,0,4,0
kevin_ruscitti_000_1_1.pst.156.xls,03-21-00AM:BT499,1137,0,0,0,0
daren_farmer_001_1_1.pst.895.xls,Apr 99:M16,188,17,1,17,1
mike_grigsby_000_1_1_1.pst.256.xls,Months:F4,130,4,0,4,0
robin_rodrigue_000_1_1.pst.11.xls,Detail:J4400,151,1,0,1,0
david_delainey_000_1_2.pst.137.xls,ENA:U13,387,66,2,66,2
dutch_quigley_000_1_1.pst.211.xls,Swap:D11,345,42,0,40,1
benjamin_rogers_000_1_1.pst.45.xls,NYISO G:Q9,2966,14,0,12,0
vkaminski_000_1_1_1.pst.229.xls,SHIPS:B26,295,3,0,2,0
phillip_allen_000_1_1.pst.212.xls,NYMEX:A13,894,1,0,1,0
vkaminski_000_1_1_1.pst.141.xls,053100:E10,1228,35,1,35,1
don_baughman_000_1_1.pst.119.xls,Sheet1:C20,316,37,0,21,0
vkaminski_000_1_1_1.pst.172.xls,COPPER:B3288,464,7,0,5,0
gerald_nemec_000_1_1.pst.126.xls,Jul:A11,146,6,0,6,0
louise_kitchen_000_1_1_1_1.pst.258.xls,Cost Cancel Details:C18,1302,565,9,565,11
benjamin_rogers_001_1_1.pst.136.xls,Stratus Report:A15,528,129,2,129,2
kevin_ruscitti_000_1_1.pst.125.xls,Phys Test:D15,555,6479,62,6479,76
jonathan_mckay_000_1_1.pst.23.xls,TETCO_TRANSCO:F38,781,297,4,297,4
don_baughman_000_1_1.pst.135.xls,Sheet1:C20,348,37,0,21,0
harry_arora_000_1_1.pst.123.xls,vol data:N28,133,3,0,2,0
benjamin_rogers_000_1_1.pst.173.xls,BaseLoad:B1,847,3,1,2,1
benjamin_rogers_000_1_1.pst.37.xls,Daily Curve:AH3,422,1,0,1,0
don_baughman_000_1_1.pst.167.xls,Sheet1:C20,347,37,0,21,0
don_baughman_000_1_1.pst.183.xls,Sheet1:C20,371,37,1,21,1
stacey_white_000_1_1.pst.269.xls,BRA Power:A6,3004,28,1,27,1
tracy_geaccone_000_1_1.pst.147.xls,Trackers:D45,568,745,11,735,12
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:BT499,1115,0,0,0,0
benjamin_rogers_001_1_1.pst.152.xls,Depreciation:Z46,243,345,5,345,5
kevin_presto_000_1_1.pst.261.xls,Results:K5551,82,2,1,1,1
kim_ward_000_1_2.pst.406.xls,Sales:C9,146,29,0,26,0
andy_zipper_000_1_1.pst.77.xls,DD-ENA:F500,138,4,0,4,0
jim_schwieger_000_1_1.pst.113.xls,Sheet1:BQ1974,2374,3,0,3,0
darron_c_giron_002_1_1_1.pst.154.xls,Darron:E4,306,11,0,11,0
vkaminski_000_1_1_1.pst.276.xls,payout model:AQ5,166,0,0,0,0
don_baughman_000_1_1.pst.151.xls,Sheet1:C20,353,37,1,21,1
john_lavorato_000_1_1_1.pst.57.xls,POS Lambie:BB2,5452,0,1,0,1
john_griffith_000_1_1.pst.197.xls,Pastoria:F3,1087,45,0,44,0
don_baughman_000_1_1.pst.143.xls,Sheet1:C20,350,37,0,21,0
stacey_white_000_1_1.pst.382.xls,NP15:B4,297,58,1,54,1
andy_zipper_000_1_1.pst.106.xls,TRANSACTIONSUMMARYREPORT -1:N4780,1143,4,0,4,0
joe_parks_000_1_1.pst.133.xls,Variable Rates - Sept:P5,3971,3535,68,3535,73
mark_taylor_001_1_1.pst.58.xls,Sheet1:M4,566,11,0,10,0
andy_zipper_000_1_1.pst.70.xls,DD-ENA:F500,129,4,0,4,0
tracy_geaccone_000_1_1.pst.268.xls,Trackers:D61,596,958,14,947,16
jonathan_mckay_000_1_1.pst.15.xls,TETCO_TRANSCO:Y86,707,270,2,270,2
don_baughman_000_1_1.pst.128.xls,Sheet1:C20,227,37,1,21,1
andy_zipper_000_1_1.pst.53.xls,DD-EPM:U429,97,4,0,2,0
andy_zipper_000_1_1.pst.68.xls,DD-ENA:F500,129,4,0,4,0
andy_zipper_000_1_1.pst.168.xls,Deal Detail:B9,128,1,0,1,0
don_baughman_000_1_1.pst.175.xls,Sheet1:C20,332,37,0,21,0
john_zufferli_000_1_1.pst.54.xls,DATA:F1556,62,2,1,1,1
chris_germany_000_1_2.pst.164.xls,gatherco:J3,247,104,1,104,1
andy_zipper_000_1_1.pst.85.xls,TRANSACTIONSUMMARYREPORT -1:N4780,1128,4,0,4,0
kevin_hyatt_000_1_1.pst.120.xls,PNM 500617:H12,141,36,0,33,0
jim_schwieger_000_1_1.pst.105.xls,Sheet1:BR179,406,119,2,104,3
vkaminski_002_1_1_1.pst.12.xls,5d. 7.6:D4,4250,25,0,13,0
darron_c_giron_000_1_1_1.pst.137.xls,PRD Location_Def:K3439,869,2,0,2,0
dutch_quigley_000_1_1.pst.212.xls,Swap:AG9,368,0,0,0,0
kevin_ruscitti_000_1_1.pst.157.xls,03-22-00AM:BT499,1107,0,0,0,0
andy_zipper_000_1_1.pst.144.xls,TRANSACTIONSUMMARYREPORT -1:N4780,1082,4,0,4,0
robin_rodrigue_000_1_1.pst.12.xls,Detail:J4400,156,1,0,1,0
andy_zipper_000_1_1.pst.21.xls,TRANSACTIONSUMMARYREPORT -1:N4780,1141,4,0,4,0
lindy_donoho_000_1_1_1.pst.123.xls,SJ by Month:H28,392,108,1,108,1
tracy_geaccone_000_1_1.pst.146.xls,Trackers:D61,766,958,12,947,13
don_baughman_000_1_1.pst.189.xls,Sheet1:C20,330,37,0,21,0
fletcher_sturm_000_1_1.pst.99.xls,Cash:D1,954,171,2,171,2
don_baughman_000_1_1.pst.200.xls,8-1:C20,659,37,1,21,1
juan_hernandez_000_1_1.pst.10.xls,Sheet1:C20,331,37,0,21,0
robin_rodrigue_000_1_1.pst.159.xls,Detail:J4400,160,1,0,1,0
vkaminski_002_1_1_1.pst.276.xls,Gas Curves:BV2,562,0,0,0,0
daren_farmer_000_1_1.pst.104.xls,Jan 01 trial:AW14,1091,13,0,13,0
vkaminski_000_1_1_1.pst.310.xls,Sheet1:A64,995,105,2,59,2
dutch_quigley_000_1_1.pst.202.xls,Position:Z2,921,49,0,26,0
vkaminski_000_1_1_1.pst.309.xls,Sheet1:A64,1016,105,1,59,2
elizabeth_sager_000_1_1.pst.122.xls,Top Exposure (2):F500,1200,5,1,3,1
juan_hernandez_000_1_1.pst.169.xls,Regional_Spreads:B759,945,19,1,19,1
don_baughman_000_1_1.pst.190.xls,Sheet1:C20,329,37,1,21,1
jonathan_mckay_000_1_1.pst.14.xls,TETCO_TRANSCO:Y86,751,270,3,270,3
daren_farmer_000_1_1.pst.1499.xls,Jan 01 trial:AW14,807,13,0,13,1
stacey_white_000_1_1.pst.230.xls,OP.Power Desk Daily Price:B7,273,3,0,3,0
vkaminski_001_1_2_1.pst.125.xls,Metro:G2,286,10,0,9,0
lindy_donoho_000_1_1_1.pst.13.xls,WOT by Month thru 2010:H32,422,225,2,216,2
michelle_lokay_000_1_2_1.pst.24.xls,PNM 500617:H12,117,33,0,30,0
tori_kuykendall_000_1_1_1.pst.48.xls,Sheet1:C1,147,19,0,19,0
dutch_quigley_000_1_1.pst.51.xls,Sheet1:A1536,103,5,1,5,1
don_baughman_000_1_1.pst.152.xls,Sheet1:C20,331,37,1,21,1
mike_grigsby_000_1_1_1.pst.255.xls,Months:F4,135,4,1,4,1
benjamin_rogers_001_1_1.pst.153.xls,Template:E445,2490,2971,43,2967,47
andy_zipper_000_1_1.pst.92.xls,TRANSACTIONSUMMARYREPORT -1:N4780,1105,4,0,4,0
andy_zipper_000_1_1.pst.170.xls,Deal Detail:A9,156,1,0,1,0
jonathan_mckay_000_1_1.pst.24.xls,TETCO_TRANSCO:F38,789,297,3,297,3
louise_kitchen_000_1_1_1_1.pst.259.xls,Cost Cancel Details:C18,1243,565,7,565,8
jonathan_mckay_000_1_1.pst.30.xls,TETCO_TRANSCO:F38,707,297,2,297,2
benjamin_rogers_001_1_1.pst.2.xls,Wheatland:Z66,319,44,0,44,0
vkaminski_000_1_1_1.pst.304.xls,Expiration Dates:F9,286,5,0,3,0
chris_germany_000_1_1_1.pst.125.xls,Total Reqs:J65,368,259,4,259,4
benjamin_rogers_000_1_1.pst.190.xls,CCFMODEL:H10,1821,2033,29,2030,31
tracy_geaccone_000_1_1.pst.308.xls,WESTCompare0201:AP7,1374,0,0,0,0
benjamin_rogers_000_1_1.pst.142.xls,Depreciation:Z46,247,345,4,345,4
don_baughman_000_1_1.pst.184.xls,Sheet1:C20,345,37,1,21,1
eric_saibi_000_1_1.pst.218.xls,Graph:D4,184,3,0,2,0
andy_zipper_000_1_1.pst.76.xls,DD-ENA:F500,136,4,0,4,0
phillip_m_love_000_1_1.pst.672.xls,m1:A5,1844,4,0,3,0
louise_kitchen_000_1_1_1_1.pst.0.xls,Cost Cancel Details:C58,1249,565,7,565,7
andy_zipper_000_1_1.pst.122.xls,TRANSACTIONSUMMARYREPORT -1:N4780,1111,4,1,4,1
don_baughman_000_1_1.pst.142.xls,Sheet1:C20,329,37,0,21,0
darrell_schoolcraft_000_1_1_1.pst.219.xls,USGT 500616:G12,182,41,1,41,1
jim_schwieger_000_1_1.pst.104.xls,Sheet1:AR17,839,0,0,0,0
john_griffith_000_1_1.pst.546.xls,Power:AF154,244,2,0,1,0
benjamin_rogers_000_1_1.pst.157.xls,Depreciation:Z46,246,345,4,345,4
vkaminski_000_1_1_1.pst.286.xls,Expiration Dates:F9,287,5,0,3,0
robin_rodrigue_000_1_1.pst.137.xls,Sheet10:R936,895,3,0,2,0
