fileName,Longest Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
stacey_white_000_1_1.pst.254.xls,AlphaSort:F4400,1064,3,25,1,26
darron_c_giron_002_1_1_1.pst.177.xls,Darron:J4,356,2978,72,2978,81
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,1970,4385,141,4385,150
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,165,306,2,306,2
kevin_ruscitti_000_1_1.pst.156.xls,03-21-00AM:X531,256,1,0,1,0
daren_farmer_001_1_1.pst.895.xls,Mar 99:N16,75,131,1,131,1
mike_grigsby_000_1_1_1.pst.256.xls,Months:F4,262,306,3,306,3
robin_rodrigue_000_1_1.pst.11.xls,Detail:E3372,167,1,0,1,0
david_delainey_000_1_2.pst.137.xls,IDC:H11,100,23,0,3,0
dutch_quigley_000_1_1.pst.211.xls,Opt:B10,201,294,3,1,3
benjamin_rogers_000_1_1.pst.45.xls,PJM:N12,534,33,1,19,1
vkaminski_000_1_1_1.pst.229.xls,SHIPS:B26,134,613,4,2,4
phillip_allen_000_1_1.pst.212.xls,NYMEX:A13,1121,1,0,1,0
vkaminski_000_1_1_1.pst.141.xls,053100:C51,368,3150,48,3150,53
don_baughman_000_1_1.pst.119.xls,Sheet1:C38,150,37,1,21,1
vkaminski_000_1_1_1.pst.172.xls,COPPER:B3505,397,7,0,5,0
gerald_nemec_000_1_1.pst.126.xls,Jul:A11,50,199,2,199,2
louise_kitchen_000_1_1_1_1.pst.258.xls,Cost Cancel Details:D92,266,461,4,461,4
benjamin_rogers_001_1_1.pst.136.xls,ENA Debt:B11,148,126,1,108,1
kevin_ruscitti_000_1_1.pst.125.xls,Phys Test:E15,271,6479,52,6478,62
jonathan_mckay_000_1_1.pst.23.xls,TETCO_TRANSCO:F38,270,729,5,729,6
don_baughman_000_1_1.pst.135.xls,Sheet1:C38,114,37,1,21,1
harry_arora_000_1_1.pst.123.xls,vol data:N470,99,46,0,46,0
benjamin_rogers_000_1_1.pst.173.xls,Peak Revenue:A10,214,239,2,1,2
benjamin_rogers_000_1_1.pst.37.xls,Daily Curve:S3,241,669,6,1,6
don_baughman_000_1_1.pst.167.xls,Sheet1:C38,115,37,1,21,1
don_baughman_000_1_1.pst.183.xls,Sheet1:C38,141,37,0,21,1
stacey_white_000_1_1.pst.269.xls,BRA Power:A6,1680,4385,81,4385,86
tracy_geaccone_000_1_1.pst.147.xls,Trackers:D344,164,236,2,236,2
kevin_ruscitti_000_1_1.pst.101.xls,Mar Actuals:X531,234,1,0,1,0
benjamin_rogers_001_1_1.pst.152.xls,Debt:B54,77,366,3,364,4
kevin_presto_000_1_1.pst.261.xls,Results:K40,104,3,0,1,0
kim_ward_000_1_2.pst.406.xls,July 17 Supply Price:A3,79,36,0,1,1
andy_zipper_000_1_1.pst.77.xls,DD-EGL:P29,75,3,0,3,0
jim_schwieger_000_1_1.pst.113.xls,Sheet1:DQ1659,502,3,0,3,0
darron_c_giron_002_1_1_1.pst.154.xls,Darron:E4,177,1999,15,1999,17
vkaminski_000_1_1_1.pst.276.xls,payout model:D74,66,310,3,310,3
don_baughman_000_1_1.pst.151.xls,Sheet1:C38,114,37,0,21,0
john_lavorato_000_1_1_1.pst.57.xls,POS Lambie:AX2,1776,0,0,0,0
john_griffith_000_1_1.pst.197.xls,Curves:G78,496,17,0,17,0
don_baughman_000_1_1.pst.143.xls,Sheet1:C38,115,37,0,21,0
stacey_white_000_1_1.pst.382.xls,NONCEC:B4,82,211,2,160,2
andy_zipper_000_1_1.pst.106.xls,DD-EGL:P29,875,3,0,3,0
joe_parks_000_1_1.pst.133.xls,Variable Rates - Sept:B5,965,158,1,9,1
mark_taylor_001_1_1.pst.58.xls,Sheet1:C369,288,8214,101,8214,113
andy_zipper_000_1_1.pst.70.xls,DD-EGL:P29,72,3,0,3,0
tracy_geaccone_000_1_1.pst.268.xls,Trackers:D184,185,248,2,248,3
jonathan_mckay_000_1_1.pst.15.xls,TETCO_TRANSCO:L31,271,223,2,222,2
don_baughman_000_1_1.pst.128.xls,Sheet1:C38,80,37,0,21,0
andy_zipper_000_1_1.pst.53.xls,DD-EPM:U324,71,4,0,2,0
andy_zipper_000_1_1.pst.68.xls,DD-EGL:P29,70,3,0,3,0
andy_zipper_000_1_1.pst.168.xls,Deal Detail:K23,75,3,1,1,1
don_baughman_000_1_1.pst.175.xls,Sheet1:C38,144,37,1,21,1
john_zufferli_000_1_1.pst.54.xls,DATA:F38,68,3,0,1,0
chris_germany_000_1_2.pst.164.xls,Special Pricing:A327,120,8,0,8,0
andy_zipper_000_1_1.pst.85.xls,DD-EGL:P29,882,3,0,3,0
kevin_hyatt_000_1_1.pst.120.xls,Duke 500621:H12,53,235,2,233,2
jim_schwieger_000_1_1.pst.105.xls,Sheet1:B94,93,73,1,55,1
vkaminski_002_1_1_1.pst.12.xls,5e. 7.8:D4,2003,14018,111,14017,126
darron_c_giron_000_1_1_1.pst.137.xls,PRD Location_Def:H3819,896,2,0,2,0
dutch_quigley_000_1_1.pst.212.xls,Opt:B10,368,294,1,1,1
kevin_ruscitti_000_1_1.pst.157.xls,03-22-00AM:X531,230,1,0,1,0
andy_zipper_000_1_1.pst.144.xls,DD-EGL:P29,858,3,0,3,1
robin_rodrigue_000_1_1.pst.12.xls,Detail:E3372,168,1,0,1,0
andy_zipper_000_1_1.pst.21.xls,DD-EGL:P29,870,3,0,3,0
lindy_donoho_000_1_1_1.pst.123.xls,IG-BL by Month:AG37,86,0,0,0,0
tracy_geaccone_000_1_1.pst.146.xls,Trackers:D184,228,248,3,248,3
don_baughman_000_1_1.pst.189.xls,Sheet1:C38,115,37,1,21,1
