fileName,Longest Dep Ref,GraphBuildTime,NoCompLookupSize,NoCompLookupTime,NoCompPostProcessedLookupSize,NoCompPostProcessedLookupTime
andy_zipper_000_1_1.pst.169.xls,Deal Detail:K23,83,3,0,1,0
darrell_schoolcraft_000_1_1_1.pst.364.xls,MissAla :J36,142,43,1,41,1
eric_saibi_000_1_1.pst.464.xls,ERCOT MCP BY INTERVAL:K7,371,14,0,5,0
errol_mclaughlin_jr_000_1_1.pst.24.xls,MAY-2001:J3,152,372,4,371,4
andy_zipper_000_1_1.pst.71.xls,DD-EGL:P29,163,3,0,3,0
louise_kitchen_000_1_1_1_1.pst.212.xls,HR:H24,92,36,0,35,0
dan_hyvl_000_1_1.pst.112.xls,Purchasers:A119,100,59,1,59,1
andy_zipper_000_1_1.pst.54.xls,DD-EGL:P29,155,3,0,3,0
jonathan_mckay_000_1_1.pst.29.xls,TETCO_TRANSCO:F38,677,729,8,729,8
bill_williams_iii_000_1_1.pst.81.xls,BES Interval Data:F2288,455,1,0,1,0
daren_farmer_000_1_1.pst.1145.xls,Oct :Q16,187,127,2,127,2
benjamin_rogers_000_1_1.pst.12.xls,Peak:B57,718,2,0,1,0
matthew_lenhart_000_1_1.pst.23.xls,Curves:A1,1815,899,531,899,531
phillip_m_love_000_1_1.pst.677.xls,Curves:D15,293,139,2,139,2
vkaminski_000_1_1_1.pst.174.xls,ZINC:B3505,562,7,0,5,0
john_lavorato_001_1_1_1.pst.86.xls,Months:F4,396,306,10,306,10
tracy_geaccone_000_1_1.pst.307.xls,Annual Fuel Calc Alt:I30,719,69,1,69,1
jeff_dasovich_000_1_1_1.pst.91.xls,Template:N9,91,6,0,5,0
benjamin_rogers_001_1_1.pst.5.xls,Wilton:T114,113,35,1,35,1
gstorey_000_1_1.pst.116.xls,InputOutputSheet:S14,3632,360,3,2,3
scott_neal_000_1_1.pst.156.xls,Correlations:BC3,226,0,0,0,0
don_baughman_000_1_1.pst.137.xls,Sheet1:C38,127,37,1,21,1
stacey_white_000_1_1.pst.228.xls,ARG FIRM Port Calc Extract:M39,912,363,14,8,14
tracy_geaccone_000_1_1.pst.269.xls,Trackers:D344,187,236,4,236,4
jane_tholt_000_1_1.pst.123.xls,Study 3:A9,110,72,0,62,1
jeffrey_a_shankman_000_1_2.pst.12.xls,APIS:C320,110,52,1,1,1
john_griffith_000_1_1.pst.196.xls,New Index Sale:N9,1110,2888,58,2888,59
daren_farmer_000_1_1.pst.1427.xls,Jan 01 trial:AB14,340,0,0,0,0
louise_kitchen_000_1_1_1_1.pst.245.xls,Cost Cancel Details:D140,408,461,7,461,8
barry_tycholiz_000_1_1.pst.77.xls,Sheet1:H19,812,19,1,16,1
paul_y'barbo_000_1_1.pst.61.xls,76%:D2,171,2017,24,2017,26
matthew_lenhart_001_1_1.pst.147.xls,OP.Power Desk Daily Price:B7,114,61,0,61,0
stacey_white_000_1_1.pst.51.xls,NG Summary by Day:E307,299,7,0,7,0
chris_germany_000_1_2.pst.1047.xls,Sheet2:K401,501,63,1,32,1
errol_mclaughlin_jr_000_1_1.pst.134.xls,LVPP MTM:R18,148,25,0,25,0
benjamin_rogers_001_1_1.pst.246.xls,ENA Debt:B11,160,126,1,108,2
rick_buy_000_1_2_1.pst.28.xls,Replacement Costs:E66,157,116,1,116,1
vladi_pimenov_000_1_1.pst.2.xls,Raw Data:BL4,1526,17832,527,17831,543
lynn_blair_000_1_1.pst.181.xls,Aug 13:E2,99,37,0,15,0
david_delainey_000_1_2.pst.135.xls,commercial income:K12,255,20,0,20,0
andy_zipper_000_1_1.pst.20.xls,Deal Detail:K727,164,3,0,1,1
tracy_geaccone_000_1_1.pst.262.xls,Trackers:D184,329,248,4,248,4
stacey_white_000_1_1.pst.287.xls,BRA Power:A6,2494,4385,597,4385,600
andy_zipper_000_1_1.pst.63.xls,DD-EGL:P29,78,3,0,3,0
matthew_lenhart_001_1_1.pst.152.xls,OP.Power Desk Daily Price:B7,104,61,0,61,0
benjamin_rogers_000_1_1.pst.204.xls,Wilton:X135,103,34,1,34,1
kevin_presto_000_1_1.pst.473.xls,Raw Data:I6702,573,3,0,1,0
benjamin_rogers_000_1_1.pst.140.xls,Curve Paste:BU217,1171,0,0,0,0
stacey_white_000_1_1.pst.216.xls,BRA Power:A6,2542,4385,547,4385,550
andy_zipper_000_1_1.pst.166.xls,Deal Detail:K23,155,3,0,1,0
vkaminski_000_1_1_1.pst.216.xls,sp500:D8,165,871,20,871,21
chris_germany_000_1_2.pst.1075.xls,Sheet2:K99,532,127,3,126,3
chris_germany_000_1_2.pst.1032.xls,11-99:AI11,97,6,0,6,0
vkaminski_000_1_1_1.pst.24.xls,Analysis:L8,133,249,3,9,3
daren_farmer_000_1_1.pst.313.xls,thursday:N13,106,3,0,3,0
lindy_donoho_000_1_1_1.pst.10.xls,WOT by Month thru 2010:DU7,177,2,0,2,0
craig_dean_000_1_1.pst.28.xls,May3:C49,323,13,1,3,1
larry_may_000_1_1.pst.309.xls,DATA:B3,156,60,0,1,0
andy_zipper_000_1_1.pst.27.xls,Deal Detail:K375,332,3,0,1,0
vkaminski_002_1_1_1.pst.10.xls,5a. 7.1:D4,725,14018,411,14017,422
drew_fossum_000_1_1.pst.224.xls,Jul:A9,65,199,3,199,3
chris_germany_000_1_2.pst.162.xls,Special Pricing:A327,230,8,1,8,1
vkaminski_000_1_1_1.pst.171.xls,TIN:B3505,583,7,0,5,0
juan_hernandez_000_1_1.pst.165.xls,Sheet1:C38,128,37,0,21,0
andy_zipper_000_1_1.pst.138.xls,DD-EGL:P29,1388,3,0,3,0
mike_grigsby_000_1_1_1.pst.250.xls,Months:F4,177,306,2,306,3
matthew_lenhart_000_1_1.pst.20.xls,Curves:A1,1731,899,437,899,437
errol_mclaughlin_jr_000_1_1.pst.23.xls,MAY-2001:J3,162,372,4,371,4
andy_zipper_000_1_1.pst.83.xls,DD-EGL:P29,786,3,0,3,0
tracy_geaccone_000_1_1.pst.428.xls,EREC-EREC4:E92,226,71,1,71,1
jay_reitmeyer_000_1_1.pst.197.xls,Sheet1:AJ62,223,1,0,1,0
benjamin_rogers_000_1_1.pst.104.xls,ZONE A OFFPEAK:C7,138,93,9,93,9
andy_zipper_000_1_1.pst.79.xls,DD-EGL:P29,70,3,0,3,0
don_baughman_000_1_1.pst.192.xls,Sheet1:C38,127,37,1,21,1
phillip_allen_000_1_1.pst.302.xls,Sheet2:G3,415,27,1,1,1
jane_tholt_000_1_1.pst.186.xls,July 17 Supply Price:A3,84,36,1,1,1
don_baughman_000_1_1.pst.145.xls,Sheet1:C38,129,37,1,21,1
don_baughman_000_1_1.pst.102.xls,Sheet1:C38,120,37,1,21,1
richard_ring_000_1_1.pst.143.xls,Hourly EESI Price Calcs:G21,292,2232,40,2232,41
daren_farmer_000_1_1.pst.384.xls,Jan 01 trial:AB14,276,0,0,0,0
don_baughman_000_1_1.pst.188.xls,Sheet1:C38,194,37,0,21,0
andrew_lewis_000_1_1.pst.12.xls,Swap:A7,79,900,12,900,12
paul_y'barbo_000_1_1.pst.26.xls,76%:D2,166,2016,30,2016,32
benjamin_rogers_000_1_1.pst.154.xls,Debt:B54,85,366,6,364,6
vkaminski_000_1_1_1.pst.289.xls,READDATA:AD6,120,0,0,0,0
keith_holst_000_1_1.pst.144.xls,FizIndexStart:C45,319,3,1,3,1
mary_fischer_000_1_1.pst.120.xls,SL1Trends:L32,142,20,0,20,1
louise_kitchen_001_1_1_1.pst.364.xls,Mkt Risk:J17,67,44,1,43,1
benjamin_rogers_001_1_1.pst.27.xls,Wilton:Y135,115,28,0,28,0
mark_haedicke_000_1_2.pst.31.xls,Off-Balance Sheet:S3,2367,16611,1412,16610,1423
john_griffith_000_1_1.pst.1000.xls,Spread Option:AO10,145,17,1,16,1
matthew_lenhart_000_1_1.pst.65.xls,DA-ties:J59,354,2,0,1,0
errol_mclaughlin_jr_000_1_1.pst.71.xls,CC 103816 - Detail Expenses:M48,120,7,1,7,1
kim_ward_000_1_2.pst.428.xls,July 17 Supply Price:A3,74,36,1,1,1
tracy_geaccone_000_1_1.pst.306.xls,Annual Fuel Calc Alt:L30,384,67,1,67,1
john_hodge_000_1_1.pst.198.xls,load Info:L910,333,8,0,4,0
chris_germany_000_1_1_1.pst.99.xls,Total Reqs:J11,109,251,4,251,4
vkaminski_001_1_2_1.pst.61.xls,3a. GBM :I7,625,4381,60,4381,64
