fileName,Longest Dep Ref,GraphBuildTime,TACOLookupSize,TACOLookupTime,TACOPostProcessedLookupSize,TACOPostProcessedLookupTime
stacey_white_000_1_1.pst.254.xls,AlphaSort:F4400,1656,3,9,1,10
darron_c_giron_002_1_1_1.pst.177.xls,Darron:J4,645,205,8,205,9
stacey_white_000_1_1.pst.262.xls,BRA Power:A6,3275,28,0,27,0
mike_grigsby_000_1_1_1.pst.248.xls,Months:F4,166,4,0,4,0
kevin_ruscitti_000_1_1.pst.156.xls,03-21-00AM:X531,1110,1,0,1,0
daren_farmer_001_1_1.pst.895.xls,Mar 99:N16,185,15,0,15,0
mike_grigsby_000_1_1_1.pst.256.xls,Months:F4,129,4,0,4,0
robin_rodrigue_000_1_1.pst.11.xls,Detail:E3372,173,1,0,1,0
david_delainey_000_1_2.pst.137.xls,IDC:H11,382,5,0,3,0
dutch_quigley_000_1_1.pst.211.xls,Opt:B10,426,1,0,1,0
benjamin_rogers_000_1_1.pst.45.xls,PJM:N12,2927,15,0,13,0
vkaminski_000_1_1_1.pst.229.xls,SHIPS:B26,283,3,0,2,0
phillip_allen_000_1_1.pst.212.xls,NYMEX:A13,807,1,0,1,0
vkaminski_000_1_1_1.pst.141.xls,053100:C51,1021,29,1,29,1
don_baughman_000_1_1.pst.119.xls,Sheet1:C38,285,37,1,21,1
vkaminski_000_1_1_1.pst.172.xls,COPPER:B3505,483,7,0,5,0
gerald_nemec_000_1_1.pst.126.xls,Jul:A11,118,6,0,6,0
louise_kitchen_000_1_1_1_1.pst.258.xls,Cost Cancel Details:D92,1294,215,5,215,5
benjamin_rogers_001_1_1.pst.136.xls,ENA Debt:B11,487,126,1,108,2
kevin_ruscitti_000_1_1.pst.125.xls,Phys Test:E15,555,6479,63,6478,77
jonathan_mckay_000_1_1.pst.23.xls,TETCO_TRANSCO:F38,777,297,3,297,4
don_baughman_000_1_1.pst.135.xls,Sheet1:C38,343,37,1,21,1
harry_arora_000_1_1.pst.123.xls,vol data:N470,131,3,0,2,0
benjamin_rogers_000_1_1.pst.173.xls,Peak Revenue:A10,831,1,0,1,0
benjamin_rogers_000_1_1.pst.37.xls,Daily Curve:S3,378,2,0,1,0
don_baughman_000_1_1.pst.167.xls,Sheet1:C38,353,37,1,21,1
don_baughman_000_1_1.pst.183.xls,Sheet1:C38,353,37,0,21,0
stacey_white_000_1_1.pst.269.xls,BRA Power:A6,2964,28,0,27,0
